nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
2830-3980-0043.wav                       | 1.98     | 1.3664   | 0.6918  
2830-3980-0018.wav                       | 3.42     | 2.6880   | 0.7860  
2830-3980-0012.wav                       | 3.42     | 2.4688   | 0.7219  
672-122797-0018.wav                      | 4.93     | 4.5736   | 0.9277  
2830-3980-0046.wav                       | 2.84     | 2.1737   | 0.7654  
2830-3980-0017.wav                       | 3.67     | 3.0026   | 0.8193  
672-122797-0074.wav                      | 8.73     | 7.4945   | 0.8585  
672-122797-0054.wav                      | 4.25     | 3.8676   | 0.9100  
5683-32865-0012.wav                      | 21.51    | 16.6073  | 0.7721  
2830-3980-0016.wav                       | 2.37     | 2.2888   | 0.9657  
672-122797-0063.wav                      | 5.08     | 4.4966   | 0.8860  
672-122797-0007.wav                      | 6.42     | 5.4041   | 0.8418  
5683-32866-0019.wav                      | 20.86    | 18.5274  | 0.8884  
672-122797-0048.wav                      | 6.55     | 5.7223   | 0.8730  
2830-3980-0021.wav                       | 2.91     | 2.6336   | 0.9050  
672-122797-0069.wav                      | 5.01     | 5.1676   | 1.0315  
2830-3980-0033.wav                       | 2.71     | 3.1942   | 1.1787  
2830-3980-0035.wav                       | 3.33     | 3.0637   | 0.9187  
672-122797-0025.wav                      | 10.69    | 10.4948  | 0.9817  
672-122797-0057.wav                      | 6.56     | 6.3351   | 0.9657  
2830-3980-0014.wav                       | 2.52     | 3.2702   | 1.2951  
2830-3980-0058.wav                       | 2.69     | 2.7892   | 1.0369  
2830-3980-0026.wav                       | 1.49     | 1.2302   | 0.8284  
2830-3980-0069.wav                       | 5.56     | 5.8950   | 1.0612  
2830-3980-0006.wav                       | 6.41     | 5.9289   | 0.9249  
2830-3980-0020.wav                       | 3.46     | 3.8489   | 1.1124  
2830-3980-0075.wav                       | 5.79     | 6.6404   | 1.1469  
672-122797-0013.wav                      | 8.71     | 8.3525   | 0.9595  
2830-3980-0003.wav                       | 2.48     | 3.8239   | 1.5419  
2830-3980-0071.wav                       | 3.96     | 4.9526   | 1.2506  
2830-3980-0022.wav                       | 3.27     | 3.4200   | 1.0459  
2830-3980-0042.wav                       | 3.02     | 2.4835   | 0.8223  
2830-3980-0062.wav                       | 5.44     | 6.0011   | 1.1032  
2830-3980-0041.wav                       | 4.89     | 6.0082   | 1.2287  
2830-3980-0019.wav                       | 7.01     | 8.0030   | 1.1408  
2830-3980-0056.wav                       | 5.35     | 6.2269   | 1.1639  
2830-3980-0001.wav                       | 3.94     | 4.8766   | 1.2362  
2830-3980-0045.wav                       | 3.51     | 4.0329   | 1.1490  
2830-3980-0051.wav                       | 6.44     | 7.3859   | 1.1469  
2830-3980-0011.wav                       | 5.53     | 6.6154   | 1.1974  
2830-3980-0044.wav                       | 3.49     | 3.9532   | 1.1327  
672-122797-0002.wav                      | 13.62    | 12.4182  | 0.9118  
2830-3980-0004.wav                       | 3.81     | 5.8995   | 1.5484  
672-122797-0067.wav                      | 13.04    | 13.8330  | 1.0612  
2830-3980-0029.wav                       | 9.07     | 9.8129   | 1.0813  
2830-3980-0037.wav                       | 6.42     | 7.8435   | 1.2217  
672-122797-0023.wav                      | 9.70     | 10.2504  | 1.0573  
2830-3980-0036.wav                       | 5.76     | 7.2697   | 1.2610  
672-122797-0006.wav                      | 13.95    | 14.8332  | 1.0633  
2830-3980-0000.wav                       | 3.73     | 4.6799   | 1.2547  
2830-3980-0049.wav                       | 3.42     | 4.8594   | 1.4209  
2830-3980-0059.wav                       | 1.82     | 2.2002   | 1.2056  
2094-142345-0010.wav                     | 30.61    | 30.3376  | 0.9909  
672-122797-0064.wav                      | 15.27    | 15.1707  | 0.9935  
2830-3980-0060.wav                       | 2.67     | 4.0037   | 1.4967  
672-122797-0004.wav                      | 10.25    | 11.0615  | 1.0792  
672-122797-0042.wav                      | 15.31    | 16.5953  | 1.0840  
2094-142345-0008.wav                     | 31.65    | 31.0366  | 0.9806  
2830-3980-0030.wav                       | 5.25     | 7.3246   | 1.3952  
2830-3980-0027.wav                       | 2.27     | 3.6381   | 1.6027  
2830-3980-0024.wav                       | 3.94     | 5.5237   | 1.4037  
2830-3980-0015.wav                       | 2.69     | 4.8819   | 1.8182  
2830-3980-0028.wav                       | 3.54     | 4.2623   | 1.2041  
2830-3980-0013.wav                       | 4.14     | 5.2660   | 1.2704  
2830-3980-0070.wav                       | 3.73     | 4.6036   | 1.2342  
672-122797-0026.wav                      | 13.96    | 16.9688  | 1.2155  
2830-3980-0040.wav                       | 2.62     | 2.6816   | 1.0235  
2830-3980-0050.wav                       | 7.47     | 9.0411   | 1.2095  
2830-3980-0002.wav                       | 2.02     | 3.0244   | 1.4935  
2830-3980-0039.wav                       | 5.20     | 7.0728   | 1.3615  
2830-3980-0064.wav                       | 2.88     | 3.9682   | 1.3778  
2830-3980-0065.wav                       | 6.51     | 10.6856  | 1.6401  
2830-3980-0074.wav                       | 5.70     | 7.0763   | 1.2415  
2830-3980-0076.wav                       | 4.81     | 5.0762   | 1.0553  
672-122797-0001.wav                      | 15.13    | 16.2544  | 1.0743  
2830-3980-0063.wav                       | 5.42     | 5.9380   | 1.0966  
672-122797-0045.wav                      | 13.96    | 14.1228  | 1.0117  
2830-3979-0004.wav                       | 1.95     | 1.2429   | 0.6390  
2830-3979-0005.wav                       | 2.10     | 1.5266   | 0.7252  
2830-3980-0009.wav                       | 3.88     | 4.1299   | 1.0630  
2830-3980-0008.wav                       | 4.84     | 4.0854   | 0.8441  
2830-3979-0010.wav                       | 3.36     | 3.4796   | 1.0356  
2830-3980-0031.wav                       | 8.48     | 11.1000  | 1.3082  
2830-3980-0053.wav                       | 5.01     | 6.0314   | 1.2027  
61-70970-0017.wav                        | 2.55     | 1.9100   | 0.7490  
2830-3980-0061.wav                       | 7.12     | 8.9801   | 1.2612  
2830-3980-0005.wav                       | 6.45     | 7.1653   | 1.1109  
2830-3979-0012.wav                       | 3.62     | 4.0632   | 1.1209  
2830-3980-0068.wav                       | 5.00     | 4.3417   | 0.8683  
2830-3980-0066.wav                       | 6.08     | 5.7228   | 0.9405  
2830-3980-0072.wav                       | 4.86     | 4.7388   | 0.9761  
2830-3980-0055.wav                       | 7.33     | 9.6129   | 1.3106  
61-70970-0030.wav                        | 3.24     | 2.4502   | 0.7562  
2830-3980-0023.wav                       | 6.16     | 7.2190   | 1.1719  
2830-3980-0067.wav                       | 8.13     | 9.7785   | 1.2028  
2830-3980-0052.wav                       | 4.88     | 5.2006   | 1.0657  
2830-3979-0002.wav                       | 4.32     | 3.4983   | 0.8107  
61-70970-0008.wav                        | 2.15     | 1.7189   | 0.7995  
2830-3980-0054.wav                       | 10.09    | 10.8067  | 1.0716  
2830-3980-0038.wav                       | 5.54     | 5.5706   | 1.0055  
61-70970-0005.wav                        | 2.02     | 1.4376   | 0.7117  
672-122797-0022.wav                      | 19.00    | 20.3042  | 1.0684  
2830-3979-0006.wav                       | 4.55     | 3.6066   | 0.7927  
61-70970-0006.wav                        | 2.33     | 1.7495   | 0.7493  
61-70970-0014.wav                        | 3.40     | 2.9540   | 0.8675  
2830-3980-0047.wav                       | 7.87     | 8.4693   | 1.0768  
2830-3980-0048.wav                       | 10.44    | 12.7978  | 1.2258  
61-70970-0032.wav                        | 3.13     | 2.1826   | 0.6962  
2830-3979-0000.wav                       | 6.12     | 5.9986   | 0.9802  
61-70970-0027.wav                        | 5.08     | 3.5159   | 0.6921  
61-70970-0016.wav                        | 4.37     | 3.5204   | 0.8056  
2830-3980-0032.wav                       | 7.22     | 6.8473   | 0.9484  
2830-3980-0010.wav                       | 6.53     | 6.3248   | 0.9693  
61-70970-0007.wav                        | 4.49     | 3.4960   | 0.7795  
2830-3980-0025.wav                       | 8.79     | 9.0041   | 1.0238  
61-70970-0010.wav                        | 3.04     | 2.4429   | 0.8023  
2830-3980-0057.wav                       | 8.07     | 7.5631   | 0.9372  
2830-3980-0007.wav                       | 10.19    | 9.6484   | 0.9468  
61-70970-0012.wav                        | 3.13     | 2.4301   | 0.7752  
61-70970-0009.wav                        | 3.40     | 2.4764   | 0.7273  
61-70970-0036.wav                        | 6.79     | 5.0119   | 0.7387  
61-70970-0002.wav                        | 4.17     | 2.9810   | 0.7157  
61-70970-0003.wav                        | 3.83     | 2.6945   | 0.7026  
61-70970-0034.wav                        | 4.49     | 3.3278   | 0.7420  
61-70970-0037.wav                        | 5.98     | 5.1976   | 0.8692  
61-70970-0026.wav                        | 5.47     | 4.3553   | 0.7955  
61-70970-0023.wav                        | 3.71     | 2.8047   | 0.7570  
61-70970-0025.wav                        | 7.43     | 5.8103   | 0.7815  
61-70970-0033.wav                        | 3.42     | 2.9713   | 0.8688  
61-70968-0018.wav                        | 2.40     | 1.7552   | 0.7298  
2830-3979-0009.wav                       | 8.35     | 6.7654   | 0.8102  
61-70970-0000.wav                        | 6.08     | 4.6726   | 0.7692  
61-70968-0006.wav                        | 2.94     | 2.0197   | 0.6881  
2830-3980-0073.wav                       | 16.56    | 16.4650  | 0.9943  
61-70970-0019.wav                        | 3.78     | 3.1364   | 0.8297  
61-70968-0012.wav                        | 2.61     | 2.1098   | 0.8084  
61-70970-0024.wav                        | 7.24     | 5.7424   | 0.7937  
61-70970-0015.wav                        | 8.41     | 6.3157   | 0.7505  
61-70968-0058.wav                        | 1.82     | 1.2295   | 0.6756  
61-70968-0042.wav                        | 2.79     | 2.4170   | 0.8679  
61-70970-0029.wav                        | 4.03     | 3.3211   | 0.8241  
61-70968-0059.wav                        | 2.17     | 1.5399   | 0.7096  
2830-3979-0011.wav                       | 9.45     | 8.0331   | 0.8501  
61-70968-0031.wav                        | 2.92     | 2.4134   | 0.8251  
2830-3979-0003.wav                       | 8.09     | 7.3599   | 0.9103  
61-70970-0013.wav                        | 4.35     | 3.4521   | 0.7936  
61-70970-0018.wav                        | 4.60     | 3.7053   | 0.8055  
61-70970-0022.wav                        | 3.97     | 3.2057   | 0.8075  
61-70968-0036.wav                        | 2.93     | 2.2444   | 0.7647  
61-70968-0039.wav                        | 3.81     | 3.0919   | 0.8126  
61-70970-0031.wav                        | 5.13     | 4.0457   | 0.7879  
61-70970-0011.wav                        | 6.08     | 4.7844   | 0.7876  
61-70970-0040.wav                        | 4.17     | 3.4446   | 0.8270  
61-70970-0001.wav                        | 6.16     | 5.2924   | 0.8599  
61-70970-0020.wav                        | 5.03     | 4.2269   | 0.8412  
2830-3979-0008.wav                       | 9.44     | 7.7229   | 0.8181  
61-70970-0021.wav                        | 5.41     | 4.2295   | 0.7825  
61-70968-0051.wav                        | 3.13     | 2.2853   | 0.7289  
61-70968-0034.wav                        | 4.23     | 3.3359   | 0.7886  
61-70968-0052.wav                        | 2.65     | 2.0695   | 0.7809  
61-70970-0039.wav                        | 6.67     | 5.3691   | 0.8056  
61-70968-0045.wav                        | 3.48     | 2.5602   | 0.7367  
61-70968-0016.wav                        | 3.72     | 2.7681   | 0.7441  
61-70968-0062.wav                        | 2.56     | 1.7875   | 0.6996  
61-70968-0038.wav                        | 2.05     | 1.7355   | 0.8466  
61-70968-0040.wav                        | 3.95     | 3.0445   | 0.7708  
61-70968-0021.wav                        | 2.69     | 2.1384   | 0.7950  
61-70970-0028.wav                        | 6.55     | 5.2498   | 0.8015  
61-70968-0033.wav                        | 5.68     | 4.5025   | 0.7920  
61-70968-0030.wav                        | 5.68     | 4.8535   | 0.8537  
61-70968-0060.wav                        | 3.73     | 2.5811   | 0.6910  
61-70968-0048.wav                        | 3.02     | 2.5864   | 0.8564  
61-70968-0008.wav                        | 3.54     | 2.9674   | 0.8394  
61-70968-0001.wav                        | 3.61     | 3.0095   | 0.8337  
61-70968-0025.wav                        | 4.41     | 3.5822   | 0.8123  
61-70968-0020.wav                        | 5.11     | 4.3053   | 0.8433  
61-70968-0029.wav                        | 3.50     | 2.9139   | 0.8337  
61-70968-0005.wav                        | 5.07     | 3.8048   | 0.7504  
61-70970-0038.wav                        | 10.40    | 8.3483   | 0.8027  
61-70970-0035.wav                        | 7.41     | 6.0320   | 0.8146  
61-70968-0032.wav                        | 4.28     | 3.3874   | 0.7914  
61-70968-0019.wav                        | 5.47     | 3.4868   | 0.6369  
61-70968-0007.wav                        | 3.55     | 3.0273   | 0.8528  
61-70968-0013.wav                        | 4.45     | 3.5316   | 0.7936  
61-70968-0061.wav                        | 5.53     | 4.6580   | 0.8423  
61-70968-0015.wav                        | 5.38     | 3.8760   | 0.7211  
61-70968-0055.wav                        | 3.96     | 3.4613   | 0.8730  
61-70968-0002.wav                        | 2.97     | 2.7052   | 0.9108  
61-70968-0043.wav                        | 6.74     | 5.3632   | 0.7963  
61-70968-0004.wav                        | 3.88     | 3.1620   | 0.8139  
61-70968-0003.wav                        | 4.32     | 3.6343   | 0.8423  
61-70968-0057.wav                        | 5.07     | 4.5155   | 0.8915  
61-70968-0028.wav                        | 5.36     | 4.5494   | 0.8496  
61-70968-0037.wav                        | 4.32     | 3.5194   | 0.8156  
61-70968-0017.wav                        | 5.11     | 4.2228   | 0.8264  
61-70968-0000.wav                        | 4.91     | 3.9209   | 0.7994  
61-70968-0022.wav                        | 4.67     | 3.5755   | 0.7656  
61-70968-0010.wav                        | 8.29     | 7.1975   | 0.8677  
61-70968-0044.wav                        | 2.77     | 2.3633   | 0.8532  
61-70968-0046.wav                        | 3.55     | 3.1465   | 0.8863  
2830-3979-0007.wav                       | 14.68    | 13.0913  | 0.8921  
1221-135767-0008.wav                     | 3.10     | 1.9543   | 0.6315  
61-70968-0041.wav                        | 6.83     | 6.1266   | 0.8977  
1221-135767-0015.wav                     | 2.85     | 1.9199   | 0.6737  
61-70968-0056.wav                        | 3.56     | 2.6445   | 0.7418  
61-70970-0004.wav                        | 10.52    | 8.8960   | 0.8460  
61-70968-0027.wav                        | 6.87     | 5.7744   | 0.8405  
61-70968-0026.wav                        | 4.92     | 4.1826   | 0.8501  
61-70968-0047.wav                        | 4.78     | 4.1813   | 0.8757  
61-70968-0009.wav                        | 4.51     | 3.7024   | 0.8209  
61-70968-0053.wav                        | 4.22     | 3.4550   | 0.8187  
61-70968-0024.wav                        | 6.03     | 5.1402   | 0.8531  
2830-3979-0001.wav                       | 16.13    | 13.2344  | 0.8207  
61-70968-0050.wav                        | 5.58     | 4.9839   | 0.8932  
61-70968-0011.wav                        | 6.38     | 4.9992   | 0.7842  
61-70968-0023.wav                        | 5.03     | 4.2702   | 0.8498  
1221-135767-0020.wav                     | 3.35     | 2.6266   | 0.7852  
61-70968-0049.wav                        | 8.25     | 7.2352   | 0.8770  
1221-135766-0015.wav                     | 2.63     | 2.1302   | 0.8100  
1221-135767-0019.wav                     | 3.78     | 3.1740   | 0.8397  
61-70968-0035.wav                        | 7.95     | 6.8679   | 0.8639  
1221-135766-0013.wav                     | 3.65     | 2.9915   | 0.8207  
1221-135767-0005.wav                     | 5.87     | 5.2275   | 0.8913  
908-157963-0002.wav                      | 2.75     | 2.2346   | 0.8111  
1221-135766-0002.wav                     | 4.83     | 4.0765   | 0.8449  
1221-135767-0024.wav                     | 5.85     | 5.2149   | 0.8914  
61-70968-0054.wav                        | 7.86     | 6.5674   | 0.8355  
1221-135766-0014.wav                     | 4.75     | 3.8190   | 0.8040  
61-70968-0014.wav                        | 7.49     | 7.0779   | 0.9456  
1221-135767-0014.wav                     | 7.07     | 5.8747   | 0.8309  
908-157963-0001.wav                      | 2.88     | 2.1677   | 0.7514  
1221-135767-0010.wav                     | 8.20     | 7.0969   | 0.8655  
908-157963-0009.wav                      | 4.06     | 3.1196   | 0.7684  
672-122797-0008.wav                      | 30.81    | 31.3771  | 1.0184  
1221-135766-0004.wav                     | 7.44     | 6.0389   | 0.8117  
908-157963-0005.wav                      | 7.04     | 5.8598   | 0.8329  
1221-135767-0018.wav                     | 11.16    | 8.9144   | 0.7988  
908-157963-0013.wav                      | 4.32     | 3.3493   | 0.7762  
908-157963-0024.wav                      | 3.44     | 2.5291   | 0.7352  
1221-135766-0007.wav                     | 8.79     | 7.0287   | 0.7992  
908-157963-0003.wav                      | 3.08     | 2.1207   | 0.6885  
908-157963-0017.wav                      | 4.95     | 4.0529   | 0.8188  
908-157963-0028.wav                      | 4.96     | 4.0365   | 0.8146  
908-157963-0014.wav                      | 4.52     | 3.4078   | 0.7539  
908-157963-0030.wav                      | 4.52     | 3.8052   | 0.8419  
1221-135767-0013.wav                     | 11.98    | 9.9718   | 0.8320  
1221-135766-0009.wav                     | 10.19    | 8.7803   | 0.8617  
1221-135767-0021.wav                     | 12.72    | 10.4905  | 0.8247  
1221-135767-0009.wav                     | 13.34    | 10.6771  | 0.8004  
908-157963-0026.wav                      | 8.10     | 6.8332   | 0.8436  
1221-135767-0007.wav                     | 12.77    | 10.1671  | 0.7962  
1221-135766-0000.wav                     | 12.44    | 9.4624   | 0.7609  
908-157963-0022.wav                      | 4.61     | 3.4822   | 0.7554  
1221-135767-0012.wav                     | 13.88    | 11.5128  | 0.8292  
1221-135766-0008.wav                     | 10.78    | 9.1725   | 0.8509  
1221-135766-0006.wav                     | 11.41    | 9.3895   | 0.8226  
908-157963-0011.wav                      | 10.39    | 8.1807   | 0.7870  
908-157963-0020.wav                      | 9.80     | 8.1734   | 0.8340  
908-157963-0029.wav                      | 3.63     | 2.9131   | 0.8025  
1221-135767-0022.wav                     | 14.39    | 12.2832  | 0.8533  
908-157963-0018.wav                      | 4.25     | 3.5049   | 0.8237  
1221-135767-0016.wav                     | 15.26    | 12.9576  | 0.8494  
908-157963-0006.wav                      | 8.11     | 6.7312   | 0.8300  
1221-135767-0001.wav                     | 13.43    | 11.6029  | 0.8640  
1221-135766-0003.wav                     | 13.72    | 10.9521  | 0.7983  
908-157963-0012.wav                      | 10.09    | 7.9189   | 0.7848  
908-31957-0018.wav                       | 3.92     | 3.2804   | 0.8379  
908-31957-0010.wav                       | 2.51     | 1.8177   | 0.7242  
908-31957-0000.wav                       | 2.12     | 1.6407   | 0.7721  
908-31957-0005.wav                       | 4.49     | 3.6435   | 0.8115  
908-157963-0027.wav                      | 5.22     | 3.9730   | 0.7604  
908-157963-0016.wav                      | 5.11     | 4.1315   | 0.8093  
1221-135766-0010.wav                     | 15.05    | 12.5312  | 0.8326  
908-31957-0002.wav                       | 4.79     | 3.7263   | 0.7779  
908-157963-0010.wav                      | 6.28     | 5.3211   | 0.8473  
1221-135767-0003.wav                     | 18.63    | 14.3857  | 0.7722  
1221-135767-0002.wav                     | 16.12    | 14.1493  | 0.8777  
1221-135767-0011.wav                     | 16.51    | 14.1047  | 0.8543  
5142-36586-0001.wav                      | 2.21     | 1.3790   | 0.6226  
908-31957-0006.wav                       | 5.89     | 4.7381   | 0.8044  
908-31957-0011.wav                       | 2.33     | 2.0438   | 0.8753  
908-157963-0000.wav                      | 12.62    | 10.4448  | 0.8276  
1221-135767-0017.wav                     | 16.72    | 13.9613  | 0.8350  
908-157963-0023.wav                      | 9.62     | 7.5269   | 0.7820  
1221-135767-0023.wav                     | 16.27    | 14.3978  | 0.8849  
5142-36586-0002.wav                      | 2.33     | 1.7964   | 0.7693  
1221-135766-0012.wav                     | 16.22    | 13.6093  | 0.8390  
908-157963-0015.wav                      | 14.46    | 12.3237  | 0.8520  
1221-135766-0005.wav                     | 16.64    | 14.3494  | 0.8621  
908-31957-0003.wav                       | 6.57     | 5.0123   | 0.7635  
5142-36586-0000.wav                      | 3.65     | 3.0769   | 0.8430  
908-157963-0025.wav                      | 9.27     | 7.6192   | 0.8224  
1221-135767-0004.wav                     | 19.09    | 16.1534  | 0.8462  
908-31957-0012.wav                       | 7.62     | 6.0269   | 0.7915  
908-31957-0007.wav                       | 5.80     | 4.4570   | 0.7685  
5142-33396-0039.wav                      | 2.00     | 1.6569   | 0.8305  
5142-33396-0050.wav                      | 2.88     | 2.2503   | 0.7800  
908-31957-0017.wav                       | 7.79     | 6.7924   | 0.8714  
5142-33396-0005.wav                      | 2.23     | 1.5695   | 0.7054  
5142-36586-0004.wav                      | 3.56     | 3.2617   | 0.9149  
5142-33396-0056.wav                      | 3.07     | 2.3416   | 0.7627  
1221-135766-0001.wav                     | 16.71    | 14.5265  | 0.8691  
908-157963-0004.wav                      | 13.99    | 11.4927  | 0.8215  
908-31957-0020.wav                       | 5.89     | 5.3216   | 0.9027  
908-31957-0009.wav                       | 7.71     | 5.8177   | 0.7551  
5142-33396-0009.wav                      | 3.37     | 2.4826   | 0.7367  
5142-33396-0061.wav                      | 2.14     | 1.4303   | 0.6684  
5142-33396-0004.wav                      | 2.21     | 2.0556   | 0.9280  
908-31957-0013.wav                       | 6.18     | 5.5638   | 0.9003  
5142-36586-0003.wav                      | 5.05     | 4.7015   | 0.9301  
5142-33396-0038.wav                      | 4.18     | 3.8491   | 0.9208  
908-157963-0021.wav                      | 10.24    | 9.1505   | 0.8936  
5142-33396-0002.wav                      | 3.67     | 3.3659   | 0.9171  
5142-33396-0037.wav                      | 3.58     | 3.1872   | 0.8915  
5142-33396-0008.wav                      | 2.11     | 2.7027   | 1.2809  
5142-33396-0060.wav                      | 2.62     | 2.4304   | 0.9294  
5142-33396-0063.wav                      | 2.52     | 2.9680   | 1.1801  
5142-33396-0036.wav                      | 4.26     | 4.2889   | 1.0068  
5142-33396-0027.wav                      | 2.23     | 2.4250   | 1.0850  
908-31957-0016.wav                       | 6.48     | 6.6585   | 1.0275  
908-31957-0024.wav                       | 7.54     | 7.1729   | 0.9513  
5142-33396-0054.wav                      | 5.75     | 5.5535   | 0.9667  
5142-33396-0041.wav                      | 2.83     | 3.0918   | 1.0925  
908-31957-0014.wav                       | 7.56     | 7.6858   | 1.0166  
1221-135767-0006.wav                     | 20.56    | 19.2031  | 0.9340  
5142-33396-0007.wav                      | 4.97     | 4.9660   | 0.9982  
908-31957-0001.wav                       | 11.31    | 10.7104  | 0.9466  
908-31957-0023.wav                       | 8.52     | 8.7953   | 1.0329  
1221-135766-0011.wav                     | 21.34    | 18.7618  | 0.8790  
5142-33396-0035.wav                      | 3.94     | 4.0683   | 1.0313  
5142-33396-0013.wav                      | 2.11     | 3.0181   | 1.4304  
5142-33396-0017.wav                      | 2.63     | 3.3207   | 1.2602  
5142-33396-0045.wav                      | 2.38     | 3.1993   | 1.3414  
5142-33396-0001.wav                      | 5.02     | 6.1953   | 1.2341  
5142-33396-0058.wav                      | 3.23     | 3.6705   | 1.1381  
5142-33396-0049.wav                      | 3.31     | 3.9233   | 1.1871  
5142-33396-0010.wav                      | 3.46     | 3.3472   | 0.9688  
5142-33396-0000.wav                      | 2.00     | 2.6715   | 1.3324  
5142-33396-0044.wav                      | 4.86     | 6.0248   | 1.2409  
5142-33396-0048.wav                      | 3.96     | 5.1349   | 1.2967  
5142-33396-0053.wav                      | 3.93     | 4.3645   | 1.1106  
5142-33396-0051.wav                      | 5.57     | 5.8350   | 1.0476  
908-31957-0008.wav                       | 10.01    | 9.7857   | 0.9781  
5142-33396-0016.wav                      | 2.17     | 2.0938   | 0.9671  
5142-33396-0057.wav                      | 3.08     | 4.0156   | 1.3059  
5142-33396-0065.wav                      | 5.20     | 6.3171   | 1.2160  
5142-33396-0029.wav                      | 2.13     | 2.8102   | 1.3162  
5142-33396-0030.wav                      | 2.77     | 3.1698   | 1.1464  
1221-135767-0000.wav                     | 24.85    | 22.0046  | 0.8855  
908-31957-0019.wav                       | 9.54     | 10.7149  | 1.1232  
5142-33396-0062.wav                      | 2.90     | 3.3311   | 1.1487  
5142-33396-0021.wav                      | 3.50     | 3.2037   | 0.9140  
5142-33396-0064.wav                      | 3.30     | 4.3644   | 1.3225  
5142-33396-0018.wav                      | 3.94     | 4.7150   | 1.1967  
5142-33396-0031.wav                      | 7.84     | 8.8232   | 1.1247  
908-31957-0021.wav                       | 10.90    | 11.2107  | 1.0280  
5142-33396-0066.wav                      | 2.21     | 1.8220   | 0.8226  
5142-33396-0024.wav                      | 5.34     | 4.8119   | 0.9003  
5142-33396-0015.wav                      | 4.31     | 4.4172   | 1.0249  
5142-33396-0043.wav                      | 3.77     | 4.6694   | 1.2386  
5142-33396-0012.wav                      | 4.59     | 6.1750   | 1.3453  
5142-33396-0014.wav                      | 3.25     | 3.8228   | 1.1781  
5142-33396-0040.wav                      | 2.81     | 2.8206   | 1.0038  
5142-33396-0055.wav                      | 2.77     | 4.7420   | 1.7119  
5142-33396-0023.wav                      | 3.48     | 3.8920   | 1.1184  
5142-33396-0032.wav                      | 9.79     | 9.9269   | 1.0145  
5142-33396-0011.wav                      | 3.52     | 4.5280   | 1.2864  
5142-36600-0000.wav                      | 2.52     | 2.8690   | 1.1362  
5142-33396-0046.wav                      | 3.75     | 4.9317   | 1.3169  
908-31957-0022.wav                       | 14.10    | 15.0740  | 1.0691  
5142-33396-0067.wav                      | 5.57     | 8.6905   | 1.5616  
5142-33396-0068.wav                      | 4.24     | 5.7080   | 1.3478  
5142-33396-0047.wav                      | 2.54     | 4.0379   | 1.5928  
5142-33396-0028.wav                      | 3.75     | 5.6379   | 1.5014  
5142-33396-0003.wav                      | 3.47     | 3.9963   | 1.1517  
5142-33396-0020.wav                      | 3.31     | 4.3933   | 1.3253  
5142-33396-0022.wav                      | 4.77     | 6.1069   | 1.2803  
5142-33396-0025.wav                      | 3.32     | 6.5158   | 1.9626  
5142-33396-0026.wav                      | 3.08     | 6.3756   | 2.0734  
5142-36377-0011.wav                      | 2.17     | 2.7150   | 1.2540  
5142-33396-0059.wav                      | 5.47     | 7.5450   | 1.3793  
5142-36377-0012.wav                      | 2.71     | 3.0107   | 1.1089  
5142-33396-0019.wav                      | 4.99     | 6.5372   | 1.3114  
5142-36377-0016.wav                      | 2.77     | 3.2764   | 1.1850  
5142-36377-0019.wav                      | 2.42     | 3.1946   | 1.3228  
5142-36377-0020.wav                      | 4.53     | 4.9988   | 1.1035  
5142-33396-0033.wav                      | 5.28     | 6.3688   | 1.2062  
908-157963-0008.wav                      | 19.95    | 20.6109  | 1.0331  
5142-36377-0018.wav                      | 4.97     | 5.2251   | 1.0513  
5142-33396-0052.wav                      | 5.88     | 7.6067   | 1.2937  
5142-36377-0000.wav                      | 3.38     | 4.6702   | 1.3817  
5142-33396-0042.wav                      | 6.09     | 7.1599   | 1.1747  
5142-36377-0010.wav                      | 4.29     | 5.2908   | 1.2319  
908-31957-0004.wav                       | 14.76    | 15.4437  | 1.0467  
5142-36377-0003.wav                      | 3.91     | 4.1388   | 1.0585  
5142-33396-0034.wav                      | 6.62     | 8.3921   | 1.2686  
5142-36377-0009.wav                      | 5.14     | 5.2108   | 1.0138  
5142-36377-0015.wav                      | 4.34     | 4.5925   | 1.0582  
5142-36377-0024.wav                      | 5.78     | 6.3365   | 1.0963  
5142-36377-0004.wav                      | 5.49     | 5.6800   | 1.0356  
5142-36377-0001.wav                      | 5.39     | 6.5651   | 1.2180  
1284-1181-0018.wav                       | 3.16     | 2.8570   | 0.9041  
908-157963-0019.wav                      | 21.44    | 20.6906  | 0.9650  
5142-36377-0017.wav                      | 4.68     | 3.9885   | 0.8513  
5142-33396-0006.wav                      | 6.23     | 8.9168   | 1.4313  
5142-36377-0006.wav                      | 4.63     | 4.2968   | 0.9270  
5142-36377-0002.wav                      | 5.62     | 5.8199   | 1.0356  
5142-36377-0005.wav                      | 7.08     | 7.4364   | 1.0496  
5142-36377-0023.wav                      | 5.79     | 5.6734   | 0.9799  
1284-1181-0003.wav                       | 4.50     | 3.4873   | 0.7741  
1284-1181-0005.wav                       | 3.85     | 3.1872   | 0.8268  
