nohup: ignoring input
--------------------------------------------------
正在初始化 Sherpa-onnx (RTF 性能测试)...
加载模型:
  Enc: encoder-epoch-99-avg-1.int8.onnx
  Dec: decoder-epoch-99-avg-1.onnx
  Join: joiner-epoch-99-avg-1.onnx
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)    | 推理耗时(s)    | 实时率(RTF)  
672-122797-0054.wav                      | 4.25       | 0.4011     | 0.0944    
672-122797-0023.wav                      | 9.70       | 0.9172     | 0.0946    
672-122797-0004.wav                      | 10.25      | 0.9389     | 0.0916    
672-122797-0028.wav                      | 2.61       | 0.2154     | 0.0825    
2830-3980-0034.wav                       | 2.97       | 0.2755     | 0.0928    
2830-3980-0029.wav                       | 9.07       | 0.8671     | 0.0955    
2830-3980-0069.wav                       | 5.56       | 0.5245     | 0.0944    
2830-3980-0018.wav                       | 3.42       | 0.3108     | 0.0909    
2830-3980-0019.wav                       | 7.01       | 0.6540     | 0.0932    
2830-3980-0006.wav                       | 6.41       | 0.5798     | 0.0905    
2830-3980-0075.wav                       | 5.79       | 0.5176     | 0.0894    
2830-3980-0012.wav                       | 3.42       | 0.3036     | 0.0888    
2830-3980-0017.wav                       | 3.67       | 0.3574     | 0.0975    
2830-3980-0046.wav                       | 2.84       | 0.2476     | 0.0872    
2830-3980-0051.wav                       | 6.44       | 0.5785     | 0.0898    
2830-3980-0043.wav                       | 1.98       | 0.1541     | 0.0780    
2830-3980-0016.wav                       | 2.37       | 0.2157     | 0.0910    
2830-3980-0011.wav                       | 5.53       | 0.5213     | 0.0944    
2830-3980-0056.wav                       | 5.35       | 0.5025     | 0.0939    
2830-3980-0021.wav                       | 2.91       | 0.2578     | 0.0886    
2830-3980-0062.wav                       | 5.44       | 0.4944     | 0.0909    
2830-3980-0033.wav                       | 2.71       | 0.2442     | 0.0901    
2830-3980-0041.wav                       | 4.89       | 0.4912     | 0.1004    
2830-3980-0037.wav                       | 6.42       | 0.6522     | 0.1016    
2830-3980-0035.wav                       | 3.33       | 0.3069     | 0.0920    
2830-3980-0065.wav                       | 6.51       | 0.6045     | 0.0928    
2830-3980-0014.wav                       | 2.52       | 0.2150     | 0.0851    
2830-3980-0071.wav                       | 3.96       | 0.3658     | 0.0924    
2830-3980-0073.wav                       | 16.56      | 1.5616     | 0.0943    
2830-3980-0036.wav                       | 5.76       | 0.5226     | 0.0906    
2830-3980-0020.wav                       | 3.46       | 0.3040     | 0.0879    
2830-3980-0058.wav                       | 2.69       | 0.2406     | 0.0894    
2830-3980-0031.wav                       | 8.48       | 0.7985     | 0.0941    
2830-3980-0001.wav                       | 3.94       | 0.3603     | 0.0913    
2830-3980-0004.wav                       | 3.81       | 0.3448     | 0.0905    
2830-3980-0050.wav                       | 7.47       | 0.6983     | 0.0934    
2830-3980-0003.wav                       | 2.48       | 0.2165     | 0.0873    
2830-3980-0048.wav                       | 10.44      | 1.0125     | 0.0970    
2830-3980-0030.wav                       | 5.25       | 0.4976     | 0.0948    
2830-3980-0045.wav                       | 3.51       | 0.3055     | 0.0870    
2830-3980-0022.wav                       | 3.27       | 0.2766     | 0.0846    
2830-3980-0044.wav                       | 3.49       | 0.3125     | 0.0896    
2830-3980-0026.wav                       | 1.49       | 0.1230     | 0.0828    
2830-3980-0054.wav                       | 10.09      | 0.9519     | 0.0944    
2830-3980-0042.wav                       | 3.02       | 0.2751     | 0.0911    
2830-3980-0049.wav                       | 3.42       | 0.3112     | 0.0910    
2830-3980-0000.wav                       | 3.73       | 0.3444     | 0.0923    
2830-3980-0067.wav                       | 8.13       | 0.7820     | 0.0962    
2830-3980-0061.wav                       | 7.12       | 0.6806     | 0.0956    
2830-3980-0055.wav                       | 7.33       | 0.6738     | 0.0919    
2830-3980-0039.wav                       | 5.20       | 0.5060     | 0.0974    
2830-3980-0074.wav                       | 5.70       | 0.5346     | 0.0938    
2830-3980-0024.wav                       | 3.94       | 0.3803     | 0.0967    
2830-3980-0060.wav                       | 2.67       | 0.2513     | 0.0940    
2830-3980-0013.wav                       | 4.14       | 0.3911     | 0.0944    
2830-3980-0015.wav                       | 2.69       | 0.2528     | 0.0942    
2830-3980-0063.wav                       | 5.42       | 0.4997     | 0.0923    
2830-3980-0007.wav                       | 10.19      | 0.9896     | 0.0971    
2830-3980-0005.wav                       | 6.45       | 0.6334     | 0.0982    
2830-3980-0070.wav                       | 3.73       | 0.3585     | 0.0961    
2830-3980-0047.wav                       | 7.87       | 0.7937     | 0.1009    
2830-3980-0028.wav                       | 3.54       | 0.4066     | 0.1149    
2830-3980-0025.wav                       | 8.79       | 0.9032     | 0.1027    
2830-3980-0023.wav                       | 6.16       | 0.6000     | 0.0974    
2830-3980-0059.wav                       | 1.82       | 0.1547     | 0.0848    
2830-3980-0076.wav                       | 4.81       | 0.4443     | 0.0924    
2830-3980-0027.wav                       | 2.27       | 0.1849     | 0.0815    
2830-3980-0053.wav                       | 5.01       | 0.4674     | 0.0932    
2830-3980-0064.wav                       | 2.88       | 0.2641     | 0.0917    
2830-3980-0066.wav                       | 6.08       | 0.5957     | 0.0979    
2830-3980-0002.wav                       | 2.02       | 0.1873     | 0.0925    
2830-3980-0057.wav                       | 8.07       | 0.7483     | 0.0927    
2830-3980-0040.wav                       | 2.62       | 0.2212     | 0.0844    
2830-3980-0009.wav                       | 3.88       | 0.3400     | 0.0875    
2830-3980-0008.wav                       | 4.84       | 0.4361     | 0.0901    
2830-3980-0032.wav                       | 7.22       | 0.6759     | 0.0936    
2830-3980-0052.wav                       | 4.88       | 0.4788     | 0.0981    
2830-3980-0038.wav                       | 5.54       | 0.5367     | 0.0969    
2830-3980-0072.wav                       | 4.86       | 0.4512     | 0.0929    
2830-3980-0010.wav                       | 6.53       | 0.6158     | 0.0944    
2830-3980-0068.wav                       | 5.00       | 0.4719     | 0.0944    
2830-3979-0000.wav                       | 6.12       | 0.5535     | 0.0904    
2830-3979-0010.wav                       | 3.36       | 0.3101     | 0.0923    
2830-3979-0012.wav                       | 3.62       | 0.3391     | 0.0935    
2830-3979-0007.wav                       | 14.68      | 1.4112     | 0.0962    
2830-3979-0011.wav                       | 9.45       | 0.8999     | 0.0952    
2830-3979-0009.wav                       | 8.35       | 0.8058     | 0.0965    
2830-3979-0003.wav                       | 8.09       | 0.7828     | 0.0968    
2830-3979-0002.wav                       | 4.32       | 0.4238     | 0.0982    
2830-3979-0004.wav                       | 1.95       | 0.1609     | 0.0827    
2830-3979-0001.wav                       | 16.13      | 1.5735     | 0.0976    
2830-3979-0005.wav                       | 2.10       | 0.1837     | 0.0873    
2830-3979-0006.wav                       | 4.55       | 0.4088     | 0.0898    
2830-3979-0008.wav                       | 9.44       | 0.8970     | 0.0950    
61-70970-0025.wav                        | 7.43       | 0.7126     | 0.0958    
61-70970-0017.wav                        | 2.55       | 0.2166     | 0.0850    
61-70970-0030.wav                        | 3.24       | 0.2859     | 0.0882    
61-70970-0015.wav                        | 8.41       | 0.8004     | 0.0951    
61-70970-0037.wav                        | 5.98       | 0.5682     | 0.0950    
61-70970-0036.wav                        | 6.79       | 0.6349     | 0.0936    
61-70970-0016.wav                        | 4.37       | 0.4223     | 0.0966    
61-70970-0027.wav                        | 5.08       | 0.4587     | 0.0903    
61-70970-0014.wav                        | 3.40       | 0.3135     | 0.0921    
61-70970-0024.wav                        | 7.24       | 0.6791     | 0.0939    
61-70970-0007.wav                        | 4.49       | 0.3983     | 0.0888    
61-70970-0026.wav                        | 5.47       | 0.4875     | 0.0890    
61-70970-0008.wav                        | 2.15       | 0.1826     | 0.0849    
61-70970-0000.wav                        | 6.08       | 0.5666     | 0.0933    
61-70970-0038.wav                        | 10.40      | 0.9871     | 0.0949    
61-70970-0006.wav                        | 2.33       | 0.2151     | 0.0921    
61-70970-0032.wav                        | 3.13       | 0.2798     | 0.0893    
61-70970-0005.wav                        | 2.02       | 0.1834     | 0.0908    
61-70970-0010.wav                        | 3.04       | 0.2777     | 0.0912    
61-70970-0034.wav                        | 4.49       | 0.4017     | 0.0896    
61-70970-0001.wav                        | 6.16       | 0.5802     | 0.0943    
61-70970-0012.wav                        | 3.13       | 0.3137     | 0.1001    
61-70970-0002.wav                        | 4.17       | 0.3668     | 0.0881    
61-70970-0011.wav                        | 6.08       | 0.5656     | 0.0931    
61-70970-0009.wav                        | 3.40       | 0.3113     | 0.0914    
61-70970-0039.wav                        | 6.67       | 0.6117     | 0.0918    
61-70970-0003.wav                        | 3.83       | 0.3421     | 0.0892    
61-70970-0033.wav                        | 3.42       | 0.3032     | 0.0886    
61-70970-0023.wav                        | 3.71       | 0.3333     | 0.0900    
61-70970-0004.wav                        | 10.52      | 0.9802     | 0.0932    
61-70970-0018.wav                        | 4.60       | 0.4412     | 0.0959    
61-70970-0031.wav                        | 5.13       | 0.4596     | 0.0895    
61-70970-0029.wav                        | 4.03       | 0.3681     | 0.0913    
61-70970-0020.wav                        | 5.03       | 0.4680     | 0.0931    
61-70970-0013.wav                        | 4.35       | 0.3990     | 0.0917    
61-70970-0019.wav                        | 3.78       | 0.3361     | 0.0889    
61-70970-0021.wav                        | 5.41       | 0.4873     | 0.0902    
61-70970-0022.wav                        | 3.97       | 0.3631     | 0.0915    
61-70970-0028.wav                        | 6.55       | 0.6231     | 0.0951    
61-70970-0040.wav                        | 4.17       | 0.3596     | 0.0863    
61-70970-0035.wav                        | 7.41       | 0.6742     | 0.0911    
61-70968-0039.wav                        | 3.81       | 0.3373     | 0.0887    
61-70968-0018.wav                        | 2.40       | 0.2137     | 0.0889    
61-70968-0010.wav                        | 8.29       | 0.7674     | 0.0925    
61-70968-0042.wav                        | 2.79       | 0.2437     | 0.0875    
61-70968-0006.wav                        | 2.94       | 0.2457     | 0.0837    
61-70968-0030.wav                        | 5.68       | 0.5132     | 0.0903    
61-70968-0031.wav                        | 2.92       | 0.2391     | 0.0817    
61-70968-0012.wav                        | 2.61       | 0.2101     | 0.0805    
61-70968-0034.wav                        | 4.23       | 0.3742     | 0.0885    
61-70968-0033.wav                        | 5.68       | 0.5119     | 0.0900    
61-70968-0036.wav                        | 2.93       | 0.2444     | 0.0833    
61-70968-0059.wav                        | 2.17       | 0.1876     | 0.0865    
61-70968-0058.wav                        | 1.82       | 0.1545     | 0.0849    
61-70968-0020.wav                        | 5.11       | 0.4533     | 0.0888    
61-70968-0043.wav                        | 6.74       | 0.6079     | 0.0903    
61-70968-0051.wav                        | 3.13       | 0.2725     | 0.0869    
61-70968-0016.wav                        | 3.72       | 0.3342     | 0.0898    
61-70968-0041.wav                        | 6.83       | 0.6495     | 0.0952    
61-70968-0045.wav                        | 3.48       | 0.3049     | 0.0877    
61-70968-0061.wav                        | 5.53       | 0.5222     | 0.0944    
61-70968-0040.wav                        | 3.95       | 0.3614     | 0.0915    
61-70968-0052.wav                        | 2.65       | 0.2409     | 0.0909    
61-70968-0005.wav                        | 5.07       | 0.4532     | 0.0894    
61-70968-0025.wav                        | 4.41       | 0.3893     | 0.0883    
61-70968-0027.wav                        | 6.87       | 0.6352     | 0.0925    
61-70968-0057.wav                        | 5.07       | 0.4535     | 0.0895    
61-70968-0028.wav                        | 5.36       | 0.4904     | 0.0916    
61-70968-0062.wav                        | 2.56       | 0.2184     | 0.0855    
61-70968-0015.wav                        | 5.38       | 0.4929     | 0.0917    
61-70968-0001.wav                        | 3.61       | 0.3376     | 0.0935    
61-70968-0019.wav                        | 5.47       | 0.4995     | 0.0912    
61-70968-0008.wav                        | 3.54       | 0.3090     | 0.0874    
61-70968-0049.wav                        | 8.25       | 0.7878     | 0.0955    
61-70968-0060.wav                        | 3.73       | 0.3458     | 0.0926    
61-70968-0032.wav                        | 4.28       | 0.4046     | 0.0945    
61-70968-0021.wav                        | 2.69       | 0.2437     | 0.0906    
61-70968-0038.wav                        | 2.05       | 0.1805     | 0.0880    
61-70968-0013.wav                        | 4.45       | 0.4098     | 0.0921    
61-70968-0029.wav                        | 3.50       | 0.3171     | 0.0907    
61-70968-0017.wav                        | 5.11       | 0.4629     | 0.0906    
61-70968-0048.wav                        | 3.02       | 0.2782     | 0.0921    
61-70968-0055.wav                        | 3.96       | 0.3756     | 0.0947    
61-70968-0007.wav                        | 3.55       | 0.3033     | 0.0854    
61-70968-0000.wav                        | 4.91       | 0.4716     | 0.0962    
61-70968-0003.wav                        | 4.32       | 0.4118     | 0.0954    
61-70968-0037.wav                        | 4.32       | 0.3908     | 0.0906    
61-70968-0035.wav                        | 7.95       | 0.7509     | 0.0945    
61-70968-0024.wav                        | 6.03       | 0.5556     | 0.0922    
61-70968-0022.wav                        | 4.67       | 0.4316     | 0.0924    
61-70968-0004.wav                        | 3.88       | 0.3319     | 0.0854    
61-70968-0026.wav                        | 4.92       | 0.4643     | 0.0944    
61-70968-0047.wav                        | 4.78       | 0.4320     | 0.0905    
61-70968-0002.wav                        | 2.97       | 0.2752     | 0.0927    
61-70968-0050.wav                        | 5.58       | 0.5276     | 0.0946    
61-70968-0011.wav                        | 6.38       | 0.5876     | 0.0922    
61-70968-0046.wav                        | 3.55       | 0.3135     | 0.0883    
61-70968-0009.wav                        | 4.51       | 0.3989     | 0.0884    
61-70968-0014.wav                        | 7.49       | 0.7379     | 0.0986    
61-70968-0053.wav                        | 4.22       | 0.3706     | 0.0878    
61-70968-0044.wav                        | 2.77       | 0.2485     | 0.0897    
61-70968-0056.wav                        | 3.56       | 0.3237     | 0.0908    
61-70968-0023.wav                        | 5.03       | 0.4636     | 0.0923    
61-70968-0054.wav                        | 7.86       | 0.7446     | 0.0947    
1221-135767-0009.wav                     | 13.34      | 1.3268     | 0.0995    
1221-135767-0016.wav                     | 15.26      | 1.5133     | 0.0992    
1221-135767-0008.wav                     | 3.10       | 0.3071     | 0.0992    
1221-135767-0005.wav                     | 5.87       | 0.5508     | 0.0939    
1221-135767-0021.wav                     | 12.72      | 1.2530     | 0.0985    
1221-135767-0013.wav                     | 11.98      | 1.1541     | 0.0963    
1221-135767-0015.wav                     | 2.85       | 0.2489     | 0.0873    
1221-135767-0012.wav                     | 13.88      | 1.3323     | 0.0960    
1221-135767-0022.wav                     | 14.39      | 1.3990     | 0.0972    
1221-135767-0010.wav                     | 8.20       | 0.7874     | 0.0960    
1221-135767-0018.wav                     | 11.16      | 1.0449     | 0.0936    
1221-135767-0004.wav                     | 19.09      | 1.8733     | 0.0981    
1221-135767-0014.wav                     | 7.07       | 0.6562     | 0.0928    
1221-135767-0003.wav                     | 18.63      | 1.7227     | 0.0925    
1221-135767-0024.wav                     | 5.85       | 0.5502     | 0.0940    
1221-135767-0002.wav                     | 16.12      | 1.5236     | 0.0945    
1221-135767-0007.wav                     | 12.77      | 1.2061     | 0.0944    
1221-135767-0011.wav                     | 16.51      | 1.5785     | 0.0956    
1221-135767-0000.wav                     | 24.85      | 2.3953     | 0.0964    
1221-135767-0023.wav                     | 16.27      | 1.5797     | 0.0971    
1221-135767-0020.wav                     | 3.35       | 0.3046     | 0.0910    
1221-135767-0006.wav                     | 20.56      | 1.9620     | 0.0954    
1221-135767-0001.wav                     | 13.43      | 1.2457     | 0.0928    
1221-135767-0017.wav                     | 16.72      | 1.5973     | 0.0955    
1221-135767-0019.wav                     | 3.78       | 0.3284     | 0.0869    
1221-135766-0010.wav                     | 15.05      | 1.3906     | 0.0924    
1221-135766-0009.wav                     | 10.19      | 0.9505     | 0.0933    
1221-135766-0005.wav                     | 16.64      | 1.5951     | 0.0958    
1221-135766-0002.wav                     | 4.83       | 0.4306     | 0.0893    
1221-135766-0013.wav                     | 3.65       | 0.3434     | 0.0942    
1221-135766-0000.wav                     | 12.44      | 1.1559     | 0.0930    
1221-135766-0011.wav                     | 21.34      | 2.0065     | 0.0940    
1221-135766-0004.wav                     | 7.44       | 0.7214     | 0.0970    
1221-135766-0003.wav                     | 13.72      | 1.2930     | 0.0942    
1221-135766-0012.wav                     | 16.22      | 1.5181     | 0.0936    
1221-135766-0014.wav                     | 4.75       | 0.4267     | 0.0898    
1221-135766-0015.wav                     | 2.63       | 0.2126     | 0.0808    
1221-135766-0007.wav                     | 8.79       | 0.8220     | 0.0935    
1221-135766-0006.wav                     | 11.41      | 1.0941     | 0.0958    
1221-135766-0008.wav                     | 10.78      | 1.0008     | 0.0928    
1221-135766-0001.wav                     | 16.71      | 1.5863     | 0.0949    
908-157963-0005.wav                      | 7.04       | 0.6381     | 0.0907    
908-157963-0002.wav                      | 2.75       | 0.2398     | 0.0870    
908-157963-0015.wav                      | 14.46      | 1.3359     | 0.0924    
908-157963-0011.wav                      | 10.39      | 0.9651     | 0.0928    
908-157963-0026.wav                      | 8.10       | 0.7552     | 0.0932    
908-157963-0020.wav                      | 9.80       | 0.9040     | 0.0922    
908-157963-0009.wav                      | 4.06       | 0.3625     | 0.0893    
908-157963-0007.wav                      | 32.77      | 3.0727     | 0.0938    
908-157963-0001.wav                      | 2.88       | 0.2394     | 0.0830    
908-157963-0000.wav                      | 12.62      | 1.1697     | 0.0927    
908-157963-0012.wav                      | 10.09      | 0.9422     | 0.0934    
908-157963-0017.wav                      | 4.95       | 0.4669     | 0.0943    
908-157963-0028.wav                      | 4.96       | 0.4537     | 0.0916    
908-157963-0013.wav                      | 4.32       | 0.3916     | 0.0908    
908-157963-0004.wav                      | 13.99      | 1.3525     | 0.0967    
908-157963-0006.wav                      | 8.11       | 0.7614     | 0.0939    
908-157963-0030.wav                      | 4.52       | 0.3981     | 0.0881    
908-157963-0014.wav                      | 4.52       | 0.3958     | 0.0876    
908-157963-0024.wav                      | 3.44       | 0.3055     | 0.0888    
908-157963-0008.wav                      | 19.95      | 1.9416     | 0.0973    
908-157963-0003.wav                      | 3.08       | 0.2757     | 0.0895    
908-157963-0023.wav                      | 9.62       | 0.8928     | 0.0928    
908-157963-0022.wav                      | 4.61       | 0.4919     | 0.1067    
908-157963-0025.wav                      | 9.27       | 0.8601     | 0.0928    
908-157963-0018.wav                      | 4.25       | 0.4261     | 0.1001    
908-157963-0019.wav                      | 21.44      | 2.0176     | 0.0941    
908-157963-0010.wav                      | 6.28       | 0.5886     | 0.0937    
908-157963-0029.wav                      | 3.63       | 0.3385     | 0.0933    
908-157963-0016.wav                      | 5.11       | 0.4568     | 0.0895    
908-157963-0027.wav                      | 5.22       | 0.5154     | 0.0986    
908-157963-0021.wav                      | 10.24      | 0.9606     | 0.0938    
908-31957-0005.wav                       | 4.49       | 0.4021     | 0.0896    
908-31957-0018.wav                       | 3.92       | 0.3720     | 0.0950    
908-31957-0001.wav                       | 11.31      | 1.1640     | 0.1029    
908-31957-0002.wav                       | 4.79       | 0.4348     | 0.0908    
908-31957-0006.wav                       | 5.89       | 0.5511     | 0.0936    
908-31957-0017.wav                       | 7.79       | 0.7397     | 0.0949    
908-31957-0012.wav                       | 7.62       | 0.7326     | 0.0962    
908-31957-0022.wav                       | 14.10      | 1.3400     | 0.0950    
908-31957-0003.wav                       | 6.57       | 0.6238     | 0.0950    
908-31957-0010.wav                       | 2.51       | 0.2265     | 0.0902    
908-31957-0015.wav                       | 21.46      | 2.0562     | 0.0958    
908-31957-0000.wav                       | 2.12       | 0.1868     | 0.0879    
908-31957-0023.wav                       | 8.52       | 0.7866     | 0.0924    
908-31957-0009.wav                       | 7.71       | 0.7024     | 0.0912    
908-31957-0020.wav                       | 5.89       | 0.5477     | 0.0929    
908-31957-0007.wav                       | 5.80       | 0.5233     | 0.0902    
908-31957-0019.wav                       | 9.54       | 0.8961     | 0.0939    
908-31957-0008.wav                       | 10.01      | 0.9565     | 0.0956    
908-31957-0013.wav                       | 6.18       | 0.5879     | 0.0951    
908-31957-0014.wav                       | 7.56       | 0.7067     | 0.0935    
908-31957-0021.wav                       | 10.90      | 1.0095     | 0.0926    
908-31957-0024.wav                       | 7.54       | 0.7019     | 0.0931    
908-31957-0025.wav                       | 20.56      | 1.9576     | 0.0952    
908-31957-0011.wav                       | 2.33       | 0.2152     | 0.0922    
908-31957-0016.wav                       | 6.48       | 0.6238     | 0.0963    
908-31957-0004.wav                       | 14.76      | 1.3737     | 0.0931    
5142-36586-0000.wav                      | 3.65       | 0.3363     | 0.0922    
5142-36586-0001.wav                      | 2.21       | 0.1872     | 0.0845    
5142-36586-0003.wav                      | 5.05       | 0.4571     | 0.0904    
5142-36586-0002.wav                      | 2.33       | 0.2140     | 0.0916    
5142-36586-0004.wav                      | 3.56       | 0.3094     | 0.0868    
5142-33396-0054.wav                      | 5.75       | 0.5338     | 0.0929    
5142-33396-0050.wav                      | 2.88       | 0.2533     | 0.0878    
5142-33396-0001.wav                      | 5.02       | 0.4690     | 0.0934    
5142-33396-0031.wav                      | 7.84       | 0.7407     | 0.0944    
5142-33396-0038.wav                      | 4.18       | 0.3825     | 0.0915    
5142-33396-0056.wav                      | 3.07       | 0.2802     | 0.0913    
5142-33396-0039.wav                      | 2.00       | 0.1848     | 0.0926    
5142-33396-0032.wav                      | 9.79       | 0.9232     | 0.0943    
5142-33396-0009.wav                      | 3.37       | 0.3107     | 0.0922    
5142-33396-0036.wav                      | 4.26       | 0.4016     | 0.0943    
5142-33396-0007.wav                      | 4.97       | 0.4620     | 0.0929    
5142-33396-0005.wav                      | 2.23       | 0.1824     | 0.0820    
5142-33396-0002.wav                      | 3.67       | 0.3396     | 0.0925    
5142-33396-0044.wav                      | 4.86       | 0.4512     | 0.0929    
5142-33396-0004.wav                      | 2.21       | 0.1872     | 0.0845    
5142-33396-0037.wav                      | 3.58       | 0.3041     | 0.0851    
5142-33396-0061.wav                      | 2.14       | 0.1828     | 0.0854    
5142-33396-0065.wav                      | 5.20       | 0.4979     | 0.0958    
5142-33396-0051.wav                      | 5.57       | 0.5228     | 0.0939    
5142-33396-0035.wav                      | 3.94       | 0.3719     | 0.0943    
5142-33396-0008.wav                      | 2.11       | 0.1883     | 0.0892    
5142-33396-0063.wav                      | 2.52       | 0.2153     | 0.0856    
5142-33396-0060.wav                      | 2.62       | 0.2132     | 0.0815    
5142-33396-0048.wav                      | 3.96       | 0.3658     | 0.0924    
5142-33396-0041.wav                      | 2.83       | 0.2489     | 0.0880    
5142-33396-0049.wav                      | 3.31       | 0.3077     | 0.0931    
5142-33396-0027.wav                      | 2.23       | 0.1848     | 0.0827    
5142-33396-0058.wav                      | 3.23       | 0.2752     | 0.0853    
5142-33396-0017.wav                      | 2.63       | 0.2490     | 0.0945    
5142-33396-0067.wav                      | 5.57       | 0.5530     | 0.0994    
5142-33396-0045.wav                      | 2.38       | 0.2187     | 0.0917    
5142-33396-0013.wav                      | 2.11       | 0.1995     | 0.0946    
5142-33396-0010.wav                      | 3.46       | 0.3187     | 0.0923    
5142-33396-0053.wav                      | 3.93       | 0.3812     | 0.0970    
5142-33396-0012.wav                      | 4.59       | 0.4508     | 0.0982    
5142-33396-0057.wav                      | 3.08       | 0.2916     | 0.0948    
5142-33396-0000.wav                      | 2.00       | 0.1918     | 0.0957    
5142-33396-0018.wav                      | 3.94       | 0.3806     | 0.0966    
5142-33396-0064.wav                      | 3.30       | 0.3243     | 0.0983    
5142-33396-0024.wav                      | 5.34       | 0.5493     | 0.1028    
5142-33396-0059.wav                      | 5.47       | 0.5216     | 0.0953    
5142-33396-0043.wav                      | 3.77       | 0.3463     | 0.0919    
5142-33396-0030.wav                      | 2.77       | 0.2423     | 0.0876    
5142-33396-0062.wav                      | 2.90       | 0.2409     | 0.0831    
5142-33396-0015.wav                      | 4.31       | 0.4006     | 0.0929    
5142-33396-0021.wav                      | 3.50       | 0.2985     | 0.0852    
5142-33396-0029.wav                      | 2.13       | 0.1799     | 0.0843    
5142-33396-0055.wav                      | 2.77       | 0.2393     | 0.0864    
5142-33396-0016.wav                      | 2.17       | 0.1873     | 0.0865    
5142-33396-0034.wav                      | 6.62       | 0.6115     | 0.0924    
5142-33396-0025.wav                      | 3.32       | 0.2976     | 0.0897    
5142-33396-0052.wav                      | 5.88       | 0.5545     | 0.0943    
5142-33396-0026.wav                      | 3.08       | 0.2745     | 0.0893    
5142-33396-0068.wav                      | 4.24       | 0.4008     | 0.0946    
5142-33396-0011.wav                      | 3.52       | 0.3107     | 0.0883    
5142-33396-0019.wav                      | 4.99       | 0.4503     | 0.0903    
5142-33396-0022.wav                      | 4.77       | 0.4317     | 0.0905    
5142-33396-0028.wav                      | 3.75       | 0.3354     | 0.0893    
5142-33396-0014.wav                      | 3.25       | 0.2787     | 0.0859    
5142-33396-0023.wav                      | 3.48       | 0.3111     | 0.0894    
5142-33396-0046.wav                      | 3.75       | 0.3465     | 0.0925    
5142-33396-0042.wav                      | 6.09       | 0.5501     | 0.0903    
5142-33396-0006.wav                      | 6.23       | 0.5852     | 0.0939    
5142-33396-0033.wav                      | 5.28       | 0.4905     | 0.0929    
5142-33396-0040.wav                      | 2.81       | 0.2501     | 0.0890    
5142-33396-0066.wav                      | 2.21       | 0.1843     | 0.0832    
5142-33396-0047.wav                      | 2.54       | 0.2120     | 0.0836    
5142-33396-0003.wav                      | 3.47       | 0.3059     | 0.0881    
5142-33396-0020.wav                      | 3.31       | 0.3071     | 0.0926    
5142-36600-0001.wav                      | 20.18      | 1.9312     | 0.0957    
5142-36600-0000.wav                      | 2.52       | 0.2130     | 0.0843    
5142-36377-0020.wav                      | 4.53       | 0.4043     | 0.0892    
5142-36377-0018.wav                      | 4.97       | 0.4531     | 0.0912    
5142-36377-0024.wav                      | 5.78       | 0.5242     | 0.0907    
5142-36377-0010.wav                      | 4.29       | 0.3907     | 0.0910    
5142-36377-0001.wav                      | 5.39       | 0.4877     | 0.0905    
5142-36377-0021.wav                      | 18.87      | 1.7717     | 0.0939    
5142-36377-0005.wav                      | 7.08       | 0.6511     | 0.0919    
5142-36377-0000.wav                      | 3.38       | 0.3037     | 0.0899    
5142-36377-0009.wav                      | 5.14       | 0.4912     | 0.0956    
5142-36377-0004.wav                      | 5.49       | 0.5107     | 0.0931    
5142-36377-0016.wav                      | 2.77       | 0.2505     | 0.0906    
5142-36377-0012.wav                      | 2.71       | 0.2595     | 0.0956    
5142-36377-0025.wav                      | 11.88      | 1.1249     | 0.0946    
5142-36377-0011.wav                      | 2.17       | 0.1921     | 0.0887    
5142-36377-0015.wav                      | 4.34       | 0.4037     | 0.0930    
5142-36377-0019.wav                      | 2.42       | 0.2179     | 0.0902    
5142-36377-0002.wav                      | 5.62       | 0.5384     | 0.0958    
5142-36377-0003.wav                      | 3.91       | 0.3374     | 0.0863    
5142-36377-0013.wav                      | 6.58       | 0.6304     | 0.0957    
5142-36377-0022.wav                      | 11.24      | 1.0856     | 0.0965    
5142-36377-0023.wav                      | 5.79       | 0.5465     | 0.0944    
5142-36377-0008.wav                      | 15.43      | 1.5399     | 0.0998    
5142-36377-0014.wav                      | 25.41      | 2.5347     | 0.0997    
5142-36377-0006.wav                      | 4.63       | 0.4412     | 0.0952    
5142-36377-0017.wav                      | 4.68       | 0.4359     | 0.0930    
5142-36377-0007.wav                      | 6.18       | 0.5935     | 0.0960    
1284-134647-0005.wav                     | 23.34      | 2.4175     | 0.1036    
1284-134647-0002.wav                     | 15.11      | 1.4877     | 0.0985    
1284-134647-0007.wav                     | 14.17      | 1.3848     | 0.0977    
1284-134647-0004.wav                     | 12.84      | 1.2417     | 0.0967    
1284-134647-0000.wav                     | 8.53       | 0.8269     | 0.0969    
1284-134647-0006.wav                     | 10.15      | 0.9860     | 0.0971    
1284-134647-0003.wav                     | 20.14      | 2.0429     | 0.1014    
1284-134647-0001.wav                     | 10.28      | 0.9655     | 0.0940    
1284-1181-0018.wav                       | 3.16       | 0.2985     | 0.0945    
1284-1181-0017.wav                       | 11.78      | 1.1339     | 0.0963    
1284-1181-0009.wav                       | 5.25       | 0.5118     | 0.0976    
1284-1181-0004.wav                       | 7.15       | 0.6923     | 0.0968    
