nohup: ignoring input
-----------------------------------------------------------------
模式: 并行处理 (Threads=9)
正在加载模型 medium.en ...
模型加载完成。
-----------------------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
4992-23283-0015           | 2.7288       | 3.67       | 0.7425  
4992-23283-0005           | 12.4399      | 10.74      | 1.1583  
4992-23283-0009           | 7.9439       | 8.39       | 0.9463  
4992-23283-0010           | 5.2416       | 5.00       | 1.0483  
4992-23283-0014           | 5.4316       | 4.54       | 1.1977  
4992-23283-0016           | 4.2987       | 4.50       | 0.9563  
4992-23283-0013           | 6.2013       | 6.63       | 0.9353  
4992-41797-0003           | 3.1938       | 2.83       | 1.1266  
4992-23283-0018           | 6.5072       | 6.58       | 0.9897  
4992-23283-0019           | 6.5769       | 6.58       | 0.9988  
4992-41797-0000           | 6.6513       | 5.49       | 1.2126  
4992-41797-0002           | 5.4989       | 5.62       | 0.9776  
4992-41797-0005           | 4.3816       | 3.85       | 1.1396  
4992-23283-0020           | 10.9352      | 10.42      | 1.0494  
4992-41797-0006           | 5.3412       | 4.55       | 1.1739  
4992-41797-0004           | 8.9017       | 7.32       | 1.2169  
4992-41797-0007           | 8.9248       | 6.91       | 1.2925  
4992-23283-0017           | 16.5920      | 14.31      | 1.1591  
4992-41797-0012           | 3.8871       | 2.71       | 1.4370  
4992-41797-0011           | 7.5045       | 5.45       | 1.3782  
4992-41797-0008           | 12.3214      | 8.96       | 1.3744  
4992-41797-0010           | 9.9261       | 6.82       | 1.4554  
4992-23283-0012           | 25.9378      | 21.73      | 1.1934  
4992-41797-0016           | 3.4193       | 3.30       | 1.0362  
4992-41797-0014           | 8.7039       | 7.21       | 1.2064  
4992-41797-0009           | 14.9935      | 13.20      | 1.1363  
4992-41797-0019           | 5.4260       | 4.75       | 1.1411  
4992-41797-0013           | 11.5921      | 9.80       | 1.1829  
4992-41797-0015           | 9.6918       | 8.65       | 1.1204  
4992-41797-0017           | 8.3082       | 8.69       | 0.9561  
237-134500-0001           | 1.9337       | 1.81       | 1.0683  
4992-41797-0018           | 9.0176       | 9.15       | 0.9850  
4992-41797-0020           | 7.7774       | 7.49       | 1.0384  
4992-41797-0022           | 6.0197       | 6.45       | 0.9333  
237-134500-0004           | 2.3423       | 2.23       | 1.0527  
237-134500-0003           | 3.5065       | 3.17       | 1.1061  
4992-41797-0001           | 31.2140      | 28.41      | 1.0987  
4992-41797-0021           | 8.3705       | 8.23       | 1.0171  
237-134500-0002           | 5.5355       | 5.07       | 1.0918  
237-134500-0005           | 3.5742       | 2.39       | 1.4955  
237-134500-0000           | 6.4947       | 6.13       | 1.0595  
237-134500-0009           | 2.2843       | 2.22       | 1.0290  
237-134500-0007           | 3.4303       | 2.39       | 1.4353  
237-134500-0006           | 4.6355       | 4.22       | 1.0972  
237-134500-0008           | 4.4384       | 3.76       | 1.1804  
237-134500-0011           | 3.2003       | 3.35       | 0.9553  
237-134500-0017           | 2.1799       | 2.18       | 0.9999  
237-134500-0010           | 4.3311       | 4.00       | 1.0841  
237-134500-0014           | 4.3978       | 4.25       | 1.0348  
237-134500-0016           | 3.6024       | 3.16       | 1.1400  
237-134500-0020           | 2.1901       | 2.18       | 1.0046  
237-134500-0019           | 3.2632       | 2.86       | 1.1410  
237-134500-0023           | 3.0553       | 3.06       | 0.9985  
237-134500-0025           | 2.0608       | 1.63       | 1.2643  
237-134500-0021           | 5.0091       | 5.12       | 0.9783  
237-134500-0022           | 5.2679       | 5.17       | 1.0199  
237-134500-0024           | 4.2258       | 4.41       | 0.9582  
237-134500-0026           | 3.0059       | 3.05       | 0.9855  
237-134500-0027           | 3.2662       | 3.27       | 0.9988  
237-134500-0012           | 11.7695      | 10.94      | 1.0763  
237-134500-0013           | 11.7705      | 10.56      | 1.1146  
237-134500-0029           | 2.0675       | 2.06       | 1.0012  
237-134500-0030           | 2.0419       | 2.78       | 0.7345  
237-134500-0015           | 11.6688      | 10.81      | 1.0789  
237-134500-0028           | 4.5174       | 4.52       | 0.9983  
237-134500-0035           | 2.3165       | 2.56       | 0.9067  
237-134500-0034           | 3.1898       | 3.08       | 1.0373  
237-134500-0038           | 3.0847       | 2.44       | 1.2668  
237-134500-0018           | 13.7003      | 12.85      | 1.0666  
237-134500-0032           | 5.0945       | 5.03       | 1.0138  
237-134500-0033           | 5.1264       | 6.35       | 0.8073  
237-134500-0042           | 2.4231       | 2.58       | 0.9410  
237-134500-0040           | 4.1556       | 4.03       | 1.0312  
237-134500-0039           | 5.0343       | 4.63       | 1.0873  
237-134500-0037           | 7.1355       | 7.11       | 1.0043  
237-134500-0036           | 7.3326       | 6.60       | 1.1110  
237-134493-0000           | 3.9324       | 4.11       | 0.9580  
237-134500-0031           | 11.3375      | 10.61      | 1.0686  
237-134493-0007           | 2.1499       | 2.04       | 1.0565  
237-134493-0001           | 7.1458       | 7.38       | 0.9683  
237-134493-0008           | 2.1664       | 2.31       | 0.9399  
237-134493-0006           | 5.1768       | 4.39       | 1.1779  
237-134493-0009           | 2.8489       | 2.98       | 0.9576  
237-134500-0041           | 9.3012       | 8.92       | 1.0427  
237-134493-0004           | 6.8266       | 6.83       | 1.0002  
237-134493-0010           | 3.8726       | 2.88       | 1.3470  
237-134493-0012           | 4.1131       | 3.66       | 1.1238  
237-134493-0013           | 4.8215       | 4.09       | 1.1789  
237-134493-0011           | 5.8193       | 5.04       | 1.1558  
237-134493-0014           | 4.8404       | 3.70       | 1.3082  
237-134493-0002           | 11.7286      | 11.39      | 1.0293  
237-134493-0005           | 12.7978      | 10.95      | 1.1693  
237-134493-0003           | 13.8462      | 12.77      | 1.0847  
237-134493-0015           | 7.6529       | 6.55       | 1.1684  
237-134493-0018           | 5.0183       | 4.79       | 1.0477  
237-126133-0004           | 2.9045       | 3.29       | 0.8815  
237-134493-0017           | 10.1400      | 9.11       | 1.1137  
237-134493-0016           | 11.6432      | 10.09      | 1.1545  
237-126133-0003           | 7.9811       | 6.56       | 1.2166  
237-126133-0002           | 10.6899      | 8.92       | 1.1984  
237-126133-0005           | 8.6979       | 6.51       | 1.3361  
237-126133-0006           | 7.4021       | 6.15       | 1.2036  
237-126133-0008           | 3.9615       | 3.87       | 1.0250  
237-126133-0001           | 12.9972      | 11.96      | 1.0863  
237-126133-0009           | 4.1483       | 3.97       | 1.0449  
237-126133-0000           | 14.1110      | 13.29      | 1.0618  
237-126133-0007           | 9.3041       | 8.68       | 1.0719  
237-126133-0010           | 5.8238       | 6.24       | 0.9333  
237-126133-0012           | 3.8214       | 4.45       | 0.8587  
237-126133-0011           | 5.5890       | 6.71       | 0.8329  
237-126133-0016           | 3.7771       | 4.25       | 0.8887  
237-126133-0020           | 1.9484       | 2.24       | 0.8698  
237-126133-0018           | 3.8331       | 4.09       | 0.9360  
237-126133-0014           | 6.5043       | 6.79       | 0.9579  
237-126133-0013           | 6.6857       | 6.82       | 0.9810  
237-126133-0017           | 7.0486       | 6.21       | 1.1350  
237-126133-0021           | 5.1268       | 4.37       | 1.1745  
237-126133-0025           | 4.3135       | 3.75       | 1.1487  
260-123288-0000           | 4.3180       | 3.04       | 1.4204  
237-126133-0022           | 6.2429       | 5.04       | 1.2387  
237-126133-0015           | 10.4650      | 9.34       | 1.1205  
237-126133-0019           | 8.3928       | 7.12       | 1.1788  
260-123288-0001           | 4.0214       | 5.08       | 0.7916  
237-126133-0023           | 9.4212       | 6.67       | 1.4114  
260-123288-0004           | 5.1495       | 4.31       | 1.1948  
260-123288-0006           | 6.0140       | 4.88       | 1.2324  
260-123288-0002           | 8.0551       | 7.25       | 1.1110  
260-123288-0009           | 2.7664       | 3.44       | 0.8054  
237-126133-0024           | 11.9481      | 9.66       | 1.2362  
260-123288-0008           | 6.7146       | 5.51       | 1.2175  
260-123288-0014           | 1.7736       | 1.80       | 0.9826  
260-123288-0003           | 9.5658       | 8.90       | 1.0742  
260-123288-0012           | 3.5512       | 3.54       | 1.0018  
260-123288-0007           | 11.1806      | 11.20      | 0.9983  
260-123288-0018           | 2.5736       | 3.25       | 0.7931  
260-123288-0005           | 12.3338      | 12.55      | 0.9828  
260-123288-0016           | 3.4638       | 4.87       | 0.7120  
260-123288-0017           | 4.3459       | 5.22       | 0.8318  
260-123288-0010           | 8.7561       | 9.99       | 0.8761  
260-123288-0011           | 7.8624       | 8.98       | 0.8755  
260-123288-0021           | 2.8282       | 2.71       | 1.0436  
260-123288-0019           | 3.6828       | 2.96       | 1.2463  
260-123288-0020           | 3.6749       | 2.90       | 1.2672  
260-123288-0023           | 2.7880       | 2.38       | 1.1690  
260-123288-0022           | 4.5200       | 3.71       | 1.2200  
260-123288-0013           | 10.4395      | 11.39      | 0.9169  
260-123288-0028           | 2.5328       | 2.61       | 0.9704  
260-123286-0001           | 2.5266       | 3.07       | 0.8230  
260-123288-0027           | 6.1774       | 6.30       | 0.9798  
260-123286-0004           | 3.7332       | 3.46       | 1.0774  
260-123286-0000           | 7.3394       | 7.04       | 1.0425  
260-123286-0005           | 3.4424       | 4.81       | 0.7157  
260-123286-0003           | 9.2148       | 7.37       | 1.2503  
260-123286-0002           | 12.9534      | 9.98       | 1.2973  
260-123286-0007           | 7.5795       | 4.55       | 1.6658  
260-123288-0025           | 17.6187      | 13.45      | 1.3104  
260-123288-0024           | 17.8154      | 14.60      | 1.2206  
260-123286-0008           | 6.7372       | 3.73       | 1.8038  
260-123286-0010           | 1.8530       | 2.58       | 0.7196  
260-123288-0015           | 23.7134      | 21.18      | 1.1193  
260-123286-0006           | 9.4895       | 7.41       | 1.2815  
260-123286-0012           | 1.8183       | 2.43       | 0.7483  
260-123288-0026           | 18.3690      | 16.04      | 1.1452  
260-123286-0009           | 6.5573       | 5.79       | 1.1316  
260-123286-0014           | 2.7806       | 2.98       | 0.9331  
260-123286-0013           | 3.5032       | 4.73       | 0.7406  
260-123286-0011           | 3.8018       | 4.25       | 0.8935  
260-123286-0021           | 1.7481       | 2.55       | 0.6855  
260-123286-0017           | 3.5922       | 3.98       | 0.9037  
260-123286-0015           | 4.5391       | 5.21       | 0.8712  
260-123286-0020           | 2.6087       | 3.06       | 0.8525  
260-123286-0022           | 3.1459       | 3.23       | 0.9724  
260-123286-0016           | 6.5076       | 7.00       | 0.9297  
260-123286-0018           | 5.6533       | 5.67       | 0.9971  
260-123286-0024           | 2.9397       | 3.04       | 0.9670  
260-123286-0023           | 5.5389       | 5.88       | 0.9428  
260-123440-0000           | 3.0483       | 2.17       | 1.4080  
260-123286-0026           | 7.5810       | 6.94       | 1.0924  
260-123286-0029           | 5.3869       | 4.54       | 1.1852  
260-123286-0027           | 7.5829       | 7.17       | 1.0576  
260-123286-0031           | 5.5890       | 5.06       | 1.1045  
260-123440-0001           | 1.7142       | 1.74       | 0.9852  
260-123286-0028           | 7.3384       | 7.46       | 0.9830  
260-123286-0019           | 12.1673      | 11.90      | 1.0220  
260-123286-0025           | 9.4816       | 9.21       | 1.0300  
260-123286-0030           | 8.4174       | 7.53       | 1.1178  
260-123440-0005           | 2.8232       | 3.10       | 0.9093  
260-123440-0003           | 3.8757       | 3.58       | 1.0811  
260-123440-0006           | 2.8735       | 2.71       | 1.0584  
260-123440-0009           | 2.9181       | 3.12       | 0.9368  
260-123440-0007           | 3.8521       | 3.38       | 1.1380  
260-123440-0008           | 3.8425       | 3.75       | 1.0260  
260-123440-0013           | 3.7309       | 3.48       | 1.0736  
260-123440-0011           | 4.5417       | 4.87       | 0.9326  
260-123440-0014           | 3.6963       | 3.81       | 0.9689  
260-123440-0012           | 4.6618       | 5.25       | 0.8888  
260-123440-0016           | 5.6289       | 4.89       | 1.1499  
260-123440-0018           | 3.5061       | 3.64       | 0.9632  
260-123440-0017           | 3.7105       | 3.07       | 1.2086  
260-123440-0015           | 6.4724       | 6.20       | 1.0439  
260-123440-0010           | 8.6210       | 8.31       | 1.0368  
260-123440-0004           | 11.7950      | 12.02      | 0.9813  
260-123440-0020           | 5.4091       | 5.00       | 1.0829  
2094-142345-0004          | 2.5826       | 2.64       | 0.9782  
260-123440-0002           | 14.7807      | 14.71      | 1.0045  
260-123440-0019           | 7.2934       | 6.63       | 1.1001  
2094-142345-0007          | 2.5109       | 2.70       | 0.9300  
2094-142345-0001          | 6.6628       | 8.03       | 0.8297  
2094-142345-0005          | 6.4818       | 9.09       | 0.7131  
2094-142345-0003          | 11.4684      | 14.68      | 0.7815  
2094-142345-0002          | 14.0720      | 15.52      | 0.9067  
2094-142345-0006          | 13.8655      | 13.82      | 1.0033  
2094-142345-0009          | 13.5877      | 14.40      | 0.9433  
2094-142345-0016          | 2.5735       | 2.26       | 1.1387  
2094-142345-0000          | 21.4611      | 22.57      | 0.9509  
2094-142345-0017          | 2.5558       | 2.83       | 0.9015  
2094-142345-0011          | 16.1233      | 16.26      | 0.9916  
2094-142345-0012          | 16.1129      | 16.13      | 0.9989  
2094-142345-0018          | 2.5548       | 3.15       | 0.8098  
2094-142345-0020          | 1.8069       | 2.44       | 0.7420  
2094-142345-0013          | 13.5085      | 14.25      | 0.9480  
2094-142345-0022          | 1.8008       | 2.28       | 0.7898  
2094-142345-0019          | 2.6550       | 2.66       | 0.9981  
2094-142345-0014          | 12.4649      | 12.99      | 0.9592  
2094-142345-0026          | 2.6543       | 2.83       | 0.9396  
2094-142345-0021          | 5.3454       | 5.33       | 1.0020  
2094-142345-0025          | 3.5445       | 3.60       | 0.9860  
2094-142345-0023          | 4.4160       | 5.18       | 0.8525  
2094-142345-0024          | 4.4190       | 5.27       | 0.8385  
2094-142345-0015          | 15.0338      | 15.02      | 1.0012  
2094-142345-0031          | 3.8717       | 2.78       | 1.3927  
2094-142345-0027          | 6.7113       | 5.63       | 1.1921  
2094-142345-0032          | 3.8500       | 3.24       | 1.1883  
2094-142345-0008          | 30.6822      | 31.65      | 0.9694  
2094-142345-0010          | 29.5773      | 30.61      | 0.9661  
2094-142345-0028          | 8.5203       | 6.84       | 1.2457  
2094-142345-0035          | 4.5015       | 3.58       | 1.2592  
2094-142345-0029          | 9.6362       | 8.53       | 1.1303  
2094-142345-0040          | 1.7325       | 2.38       | 0.7264  
2094-142345-0041          | 1.7266       | 1.42       | 1.2159  
2094-142345-0036          | 7.3360       | 6.92       | 1.0609  
2094-142345-0034          | 8.2046       | 7.99       | 1.0269  
2094-142345-0042          | 1.7930       | 2.46       | 0.7303  
2094-142345-0039          | 5.5515       | 6.28       | 0.8840  
2094-142345-0046          | 1.7473       | 1.91       | 0.9172  
2094-142345-0045          | 2.6296       | 3.00       | 0.8751  
2094-142345-0037          | 9.9859       | 10.49      | 0.9519  
2094-142345-0047          | 1.7418       | 2.21       | 0.7882  
2094-142345-0033          | 12.8135      | 12.87      | 0.9960  
2094-142345-0044          | 3.4825       | 3.52       | 0.9894  
2094-142345-0030          | 16.2335      | 16.12      | 1.0070  
2094-142345-0043          | 6.0949       | 7.35       | 0.8292  
2094-142345-0053          | 2.6279       | 3.40       | 0.7741  
2094-142345-0050          | 3.4781       | 4.04       | 0.8599  
2094-142345-0051          | 5.4108       | 5.31       | 1.0190  
2094-142345-0048          | 6.2971       | 6.39       | 0.9855  
2094-142345-0055          | 3.6956       | 2.65       | 1.3919  
2094-142345-0049          | 6.2796       | 6.12       | 1.0252  
2094-142345-0052          | 6.9254       | 6.53       | 1.0606  
2094-142345-0054          | 6.2912       | 5.68       | 1.1076  
2094-142345-0056          | 4.5278       | 3.84       | 1.1791  
2094-142345-0060          | 2.7923       | 2.71       | 1.0304  
5683-32866-0000           | 2.5470       | 2.65       | 0.9630  
5683-32866-0001           | 2.5812       | 3.47       | 0.7439  
2094-142345-0058          | 4.4908       | 4.93       | 0.9109  
5683-32866-0003           | 2.5904       | 2.87       | 0.9042  
2094-142345-0038          | 19.8442      | 20.25      | 0.9800  
5683-32866-0002           | 4.3645       | 5.12       | 0.8516  
5683-32866-0008           | 2.6171       | 3.30       | 0.7931  
5683-32866-0005           | 5.4443       | 4.59       | 1.1861  
5683-32866-0006           | 4.5646       | 4.21       | 1.0829  
5683-32866-0007           | 4.3542       | 4.12       | 1.0569  
2094-142345-0057          | 10.9826      | 10.08      | 1.0895  
2094-142345-0059          | 9.4156       | 10.01      | 0.9406  
5683-32866-0015           | 2.5093       | 2.83       | 0.8867  
5683-32866-0004           | 8.7987       | 9.22       | 0.9538  
5683-32866-0014           | 3.8162       | 3.97       | 0.9613  
5683-32866-0016           | 4.7143       | 4.88       | 0.9661  
5683-32866-0011           | 7.4259       | 7.37       | 1.0076  
5683-32866-0012           | 7.2504       | 8.26       | 0.8778  
5683-32866-0017           | 4.5417       | 4.58       | 0.9906  
5683-32866-0018           | 5.3879       | 5.46       | 0.9877  
5683-32866-0020           | 3.5046       | 3.93       | 0.8918  
5683-32866-0013           | 9.1711       | 9.93       | 0.9236  
5683-32866-0009           | 12.4203      | 13.26      | 0.9367  
5683-32866-0022           | 2.6067       | 3.19       | 0.8172  
5683-32866-0023           | 2.5987       | 2.75       | 0.9467  
5683-32866-0026           | 1.7639       | 2.34       | 0.7538  
5683-32866-0029           | 1.7646       | 2.27       | 0.7756  
5683-32866-0010           | 14.3685      | 15.03      | 0.9560  
5683-32866-0025           | 3.4764       | 3.47       | 1.0018  
5683-32866-0021           | 6.9792       | 7.90       | 0.8834  
5683-32865-0000           | 1.7309       | 2.19       | 0.7904  
5683-32866-0027           | 4.3679       | 4.75       | 0.9186  
5683-32866-0028           | 4.3407       | 5.62       | 0.7724  
5683-32865-0002           | 1.7322       | 2.78       | 0.6231  
5683-32865-0001           | 2.7714       | 2.58       | 1.0742  
5683-32866-0030           | 4.3340       | 4.84       | 0.8945  
5683-32865-0003           | 2.5861       | 3.51       | 0.7368  
5683-32865-0006           | 2.6202       | 3.35       | 0.7822  
5683-32866-0024           | 8.5220       | 9.86       | 0.8647  
5683-32865-0004           | 6.1302       | 7.37       | 0.8323  
5683-32865-0007           | 5.2756       | 6.07       | 0.8698  
5683-32865-0008           | 5.2646       | 6.12       | 0.8602  
5683-32865-0010           | 5.6340       | 6.33       | 0.8893  
5683-32865-0011           | 5.2239       | 6.36       | 0.8220  
5683-32865-0014           | 2.5783       | 2.62       | 0.9860  
5683-32865-0005           | 8.5048       | 10.12      | 0.8404  
5683-32866-0019           | 18.7634      | 20.86      | 0.8997  
5683-32865-0015           | 3.6261       | 4.14       | 0.8748  
5683-32865-0016           | 2.7484       | 3.06       | 0.8982  
5683-32865-0009           | 9.0386       | 9.89       | 0.9139  
5683-32865-0013           | 5.1093       | 7.09       | 0.7201  
5683-32879-0001           | 3.5946       | 3.66       | 0.9821  
5683-32865-0017           | 4.4498       | 5.46       | 0.8157  
5683-32879-0008           | 2.5175       | 2.95       | 0.8534  
5683-32879-0005           | 5.0999       | 6.11       | 0.8347  
5683-32879-0000           | 7.6113       | 8.92       | 0.8533  
5683-32879-0003           | 7.7273       | 9.35       | 0.8269  
5683-32879-0007           | 6.0112       | 6.79       | 0.8846  
5683-32879-0002           | 9.4480       | 11.09      | 0.8523  
5683-32879-0009           | 5.4088       | 5.13       | 1.0533  
5683-32879-0004           | 10.4998      | 11.21      | 0.9366  
5683-32879-0006           | 11.3519      | 11.99      | 0.9468  
5683-32879-0015           | 1.6920       | 2.01       | 0.8418  
5683-32865-0012           | 19.2802      | 21.51      | 0.8963  
5683-32879-0012           | 5.0982       | 4.38       | 1.1640  
5683-32879-0010           | 8.1131       | 7.75       | 1.0469  
5683-32879-0011           | 8.7835       | 9.21       | 0.9537  
5683-32879-0014           | 7.9379       | 8.40       | 0.9444  
5683-32879-0021           | 3.4666       | 4.09       | 0.8476  
5683-32879-0022           | 3.5108       | 4.17       | 0.8409  
5683-32879-0019           | 5.8506       | 6.35       | 0.9214  
5683-32879-0013           | 10.4920      | 11.49      | 0.9127  
5683-32879-0020           | 6.0697       | 6.54       | 0.9274  
5683-32879-0018           | 6.9054       | 7.44       | 0.9281  
5683-32879-0016           | 8.7885       | 10.19      | 0.8629  
5683-32879-0024           | 2.6407       | 2.37       | 1.1142  
5683-32879-0025           | 1.7595       | 1.91       | 0.9236  
5683-32879-0023           | 4.3001       | 4.97       | 0.8643  
672-122797-0000           | 3.4225       | 4.07       | 0.8409  
672-122797-0005           | 2.5144       | 3.26       | 0.7713  
672-122797-0003           | 3.3880       | 4.76       | 0.7118  
5683-32879-0017           | 11.9546      | 14.59      | 0.8194  
672-122797-0009           | 2.4987       | 2.77       | 0.9037  
672-122797-0007           | 5.0231       | 6.42       | 0.7824  
672-122797-0011           | 1.6807       | 2.54       | 0.6617  
672-122797-0010           | 3.3518       | 3.81       | 0.8786  
672-122797-0004           | 7.5898       | 10.25      | 0.7405  
672-122797-0014           | 2.5842       | 2.56       | 1.0114  
672-122797-0015           | 4.2757       | 4.46       | 0.9598  
672-122797-0001           | 11.8964      | 15.13      | 0.7863  
672-122797-0002           | 11.8742      | 13.62      | 0.8718  
672-122797-0006           | 11.1820      | 13.95      | 0.8016  
672-122797-0012           | 6.8008       | 7.76       | 0.8758  
672-122797-0017           | 4.1903       | 4.82       | 0.8694  
672-122797-0013           | 8.6754       | 8.71       | 0.9966  
672-122797-0019           | 4.3783       | 4.11       | 1.0653  
672-122797-0018           | 5.2421       | 4.93       | 1.0633  
672-122797-0016           | 8.4779       | 9.21       | 0.9200  
672-122797-0021           | 4.5673       | 4.15       | 1.1005  
672-122797-0024           | 2.5347       | 4.13       | 0.6137  
672-122797-0028           | 2.3746       | 2.61       | 0.9098  
672-122797-0027           | 3.3932       | 4.79       | 0.7084  
672-122797-0020           | 8.6517       | 8.82       | 0.9804  
672-122797-0029           | 2.5537       | 3.05       | 0.8373  
672-122797-0033           | 1.7884       | 1.28       | 1.3918  
672-122797-0030           | 3.2916       | 4.58       | 0.7195  
672-122797-0023           | 9.6816       | 9.70       | 0.9986  
672-122797-0031           | 3.7769       | 3.98       | 0.9490  
672-122797-0032           | 3.5678       | 4.00       | 0.8920  
672-122797-0035           | 2.6580       | 2.90       | 0.9166  
672-122797-0037           | 1.7369       | 1.96       | 0.8862  
672-122797-0025           | 9.7770       | 10.69      | 0.9146  
672-122797-0034           | 5.4120       | 5.11       | 1.0591  
672-122797-0008           | 24.8026      | 30.81      | 0.8050  
672-122797-0036           | 5.3544       | 5.37       | 0.9980  
672-122797-0026           | 13.0070      | 13.96      | 0.9317  
672-122797-0039           | 4.6916       | 4.03       | 1.1656  
672-122797-0041           | 4.4807       | 3.88       | 1.1548  
672-122797-0040           | 5.3543       | 5.12       | 1.0447  
672-122797-0043           | 3.4398       | 3.78       | 0.9100  
672-122797-0022           | 18.4364      | 19.00      | 0.9701  
672-122797-0044           | 2.5908       | 3.74       | 0.6927  
672-122797-0047           | 2.5135       | 3.33       | 0.7560  
672-122797-0038           | 8.7252       | 8.80       | 0.9915  
672-122797-0049           | 1.6612       | 2.02       | 0.8224  
672-122797-0046           | 3.9931       | 4.71       | 0.8469  
672-122797-0051           | 3.3571       | 4.67       | 0.7196  
672-122797-0053           | 2.5377       | 2.96       | 0.8588  
672-122797-0050           | 4.2039       | 4.86       | 0.8659  
672-122797-0052           | 3.4022       | 4.29       | 0.7940  
672-122797-0048           | 5.1999       | 6.55       | 0.7933  
672-122797-0054           | 3.3813       | 4.25       | 0.7956  
672-122797-0042           | 10.9062      | 15.31      | 0.7124  
672-122797-0060           | 2.5730       | 3.35       | 0.7681  
672-122797-0056           | 4.2520       | 5.22       | 0.8138  
672-122797-0059           | 3.3878       | 3.52       | 0.9624  
672-122797-0058           | 4.2347       | 4.47       | 0.9474  
672-122797-0057           | 5.0690       | 6.56       | 0.7727  
672-122797-0045           | 11.1169      | 13.96      | 0.7963  
672-122797-0055           | 6.9360       | 8.23       | 0.8428  
672-122797-0062           | 2.4468       | 2.67       | 0.9147  
672-122797-0065           | 2.4742       | 3.03       | 0.8166  
672-122797-0061           | 5.8650       | 7.59       | 0.7727  
672-122797-0063           | 4.1488       | 5.08       | 0.8175  
672-122797-0066           | 4.1664       | 4.82       | 0.8653  
672-122797-0068           | 3.3534       | 4.02       | 0.8342  
672-122797-0069           | 4.1899       | 5.01       | 0.8363  
672-122797-0070           | 5.0857       | 6.27       | 0.8111  
2830-3980-0000            | 3.4548       | 3.73       | 0.9262  
2830-3980-0002            | 1.7556       | 2.02       | 0.8669  
672-122797-0074           | 4.3067       | 8.73       | 0.4933  
2830-3980-0001            | 3.2817       | 3.94       | 0.8319  
672-122797-0072           | 7.0115       | 7.94       | 0.8831  
2830-3980-0003            | 1.8851       | 2.48       | 0.7601  
672-122797-0071           | 7.8584       | 8.88       | 0.8855  
672-122797-0073           | 7.0036       | 8.21       | 0.8536  
672-122797-0064           | 12.2096      | 15.27      | 0.7996  
2830-3980-0004            | 3.7453       | 3.81       | 0.9830  
672-122797-0067           | 11.3921      | 13.04      | 0.8740  
2830-3980-0009            | 3.8841       | 3.88       | 0.9998  
2830-3980-0005            | 5.7564       | 6.45       | 0.8925  
2830-3980-0008            | 4.7508       | 4.84       | 0.9816  
2830-3980-0006            | 5.9772       | 6.41       | 0.9325  
2830-3980-0012            | 2.8809       | 3.42       | 0.8424  
2830-3980-0013            | 3.6632       | 4.14       | 0.8838  
2830-3980-0014            | 1.8271       | 2.52       | 0.7236  
2830-3980-0016            | 1.8400       | 2.37       | 0.7764  
2830-3980-0010            | 6.6393       | 6.53       | 1.0175  
2830-3980-0015            | 2.7190       | 2.69       | 1.0126  
2830-3980-0011            | 5.5914       | 5.53       | 1.0120  
2830-3980-0018            | 2.7350       | 3.42       | 0.7997  
2830-3980-0017            | 3.4013       | 3.67       | 0.9280  
2830-3980-0020            | 3.9352       | 3.46       | 1.1373  
2830-3980-0007            | 10.3191      | 10.19      | 1.0127  
2830-3980-0021            | 3.5267       | 2.91       | 1.2119  
2830-3980-0022            | 3.7811       | 3.27       | 1.1563  
2830-3980-0026            | 2.9018       | 1.49       | 1.9541  
2830-3980-0027            | 1.5850       | 2.27       | 0.6983  
2830-3980-0024            | 4.8365       | 3.94       | 1.2291  
2830-3980-0019            | 7.2625       | 7.01       | 1.0353  
2830-3980-0028            | 3.5502       | 3.54       | 1.0029  
2830-3980-0023            | 6.5792       | 6.16       | 1.0681  
2830-3980-0033            | 2.4053       | 2.71       | 0.8876  
2830-3980-0030            | 4.3123       | 5.25       | 0.8214  
2830-3980-0034            | 2.5556       | 2.97       | 0.8605  
2830-3980-0035            | 2.6009       | 3.33       | 0.7799  
2830-3980-0025            | 8.7461       | 8.79       | 0.9944  
2830-3980-0029            | 10.0320      | 9.07       | 1.1055  
2830-3980-0032            | 8.6305       | 7.22       | 1.1954  
2830-3980-0031            | 9.1230       | 8.48       | 1.0752  
2830-3980-0040            | 4.9856       | 2.62       | 1.9029  
2830-3980-0036            | 7.4097       | 5.76       | 1.2853  
2830-3980-0037            | 6.7211       | 6.42       | 1.0469  
2830-3980-0038            | 6.5525       | 5.54       | 1.1828  
2830-3980-0043            | 1.7819       | 1.98       | 0.9022  
2830-3980-0039            | 6.6072       | 5.20       | 1.2718  
2830-3980-0044            | 2.4772       | 3.49       | 0.7098  
2830-3980-0042            | 2.6960       | 3.02       | 0.8927  
2830-3980-0041            | 6.5993       | 4.89       | 1.3496  
2830-3980-0045            | 2.5215       | 3.51       | 0.7184  
2830-3980-0046            | 2.6858       | 2.84       | 0.9457  
2830-3980-0049            | 2.8074       | 3.42       | 0.8209  
2830-3980-0052            | 4.1519       | 4.88       | 0.8508  
2830-3980-0053            | 4.5505       | 5.01       | 0.9074  
2830-3980-0047            | 7.4085       | 7.87       | 0.9420  
2830-3980-0051            | 6.3004       | 6.44       | 0.9783  
2830-3980-0050            | 8.5059       | 7.47       | 1.1379  
2830-3980-0056            | 6.3811       | 5.35       | 1.1927  
2830-3980-0055            | 8.4494       | 7.33       | 1.1519  
