nohup: ignoring input
------------------------------------------------------------------------------------------
ASR 首字延迟(TTFT) 纯净测试
并发数: 49 | 分片: 0.1s | 排除 BERT 干扰
2094-142345-0017.wav           | 1.0295     | I
2094-142345-0047.wav           | 1.2475     | POY
2094-142345-0055.wav           | 1.4817     | BUT YOU
2094-142345-0045.wav           | 1.2849     | OH
2094-142345-0035.wav           | 1.1267     | BUT
2094-142345-0004.wav           | 1.3754     | AND
2094-142345-0032.wav           | 1.0488     | I
2094-142345-0001.wav           | 1.3309     | BUT THE
2094-142345-0011.wav           | 1.6296     | DO NOT
2094-142345-0030.wav           | 1.2827     | TOT
2094-142345-0007.wav           | 1.3440     | THE HIS
2094-142345-0024.wav           | 1.6418     | MONEY
2094-142345-0056.wav           | 0.9668     | I THINK
2094-142345-0000.wav           | 1.3490     | IT IS
2094-142345-0052.wav           | 1.2972     | I MUST
2094-142345-0015.wav           | 1.3428     | TO
2094-142345-0046.wav           | 1.3227     | I
2094-142345-0005.wav           | 1.3763     | SEVER
2094-142345-0014.wav           | 1.3401     | THE
2094-142345-0013.wav           | 1.3349     | HER
2094-142345-0027.wav           | 1.6199     | MO
2094-142345-0021.wav           | 1.3121     | THAT'S THE
2094-142345-0026.wav           | 1.0263     | SHE'S
2094-142345-0053.wav           | 1.1303     | FOR
2094-142345-0038.wav           | 1.3938     | I
2094-142345-0037.wav           | 1.0486     | WE
2094-142345-0050.wav           | 1.1334     | BUT
2094-142345-0060.wav           | 1.3125     | OH
2094-142345-0003.wav           | 1.3682     | A
2094-142345-0031.wav           | 1.4015     | AND SHE
2094-142345-0002.wav           | 1.4483     | FOR
2094-142345-0009.wav           | 1.3887     | FOR THE
2094-142345-0059.wav           | 1.3719     | THIS
2094-142345-0022.wav           | 1.6798     | MISTER
2094-142345-0036.wav           | 1.3654     | NAY
2094-142345-0041.wav           | 1.3691     | DI
2094-142345-0040.wav           | 1.0989     | I
2094-142345-0042.wav           | 1.3418     | I HAD
2094-142345-0018.wav           | 1.0647     | WHO
5683-32866-0023.wav            | 1.0992     | ALL
5683-32866-0025.wav            | 1.0789     | I
2094-142345-0012.wav           | 1.3297     | THE FAM
2094-142345-0006.wav           | 1.3499     | AT THE
2094-142345-0010.wav           | 1.2976     | HETTY
2094-142345-0054.wav           | 1.7345     | OH
2094-142345-0016.wav           | 1.6384     | SPINN
5683-32866-0013.wav            | 0.9749     | THERE
2094-142345-0008.wav           | 1.4239     | BUT
2094-142345-0025.wav           | 1.7295     | COLD
2094-142345-0043.wav           | 1.4090     | BY THIS
5683-32866-0022.wav            | 1.0150     | IT
5683-32866-0003.wav            | 1.1323     | IN THE
2094-142345-0049.wav           | 1.3013     | NO
5683-32866-0007.wav            | 1.0149     | IF A
2094-142345-0034.wav           | 1.3092     | AND THERE
5683-32866-0017.wav            | 1.1361     | I A
2094-142345-0051.wav           | 1.4065     | NO
5683-32866-0030.wav            | 1.0810     | A
5683-32866-0026.wav            | 1.2445     | I
2094-142345-0028.wav           | 1.5846     | NO NO
5683-32866-0004.wav            | 1.3204     | BY THIS
5683-32866-0018.wav            | 1.3200     | TO
5683-32866-0029.wav            | 1.2300     | SOMEHOW
5683-32866-0024.wav            | 1.3740     | I
5683-32866-0012.wav            | 1.3002     | NOW
5683-32865-0009.wav            | 1.0168     | AND HE
5683-32866-0008.wav            | 1.3385     | BROCKTON
5683-32865-0005.wav            | 0.9687     | BUT
5683-32866-0016.wav            | 1.3719     | MARK
5683-32866-0005.wav            | 1.1530     | AND
5683-32866-0015.wav            | 1.3530     | WHAT I
5683-32866-0021.wav            | 1.4051     | MY
5683-32866-0002.wav            | 1.3721     | BUT DON'
5683-32865-0015.wav            | 1.0483     | I
5683-32866-0019.wav            | 1.0882     | THE
5683-32866-0001.wav            | 1.3625     | AND HE
5683-32865-0001.wav            | 0.9392     | SAID
5683-32865-0012.wav            | 1.0728     | AND
5683-32866-0027.wav            | 1.3426     | A
5683-32866-0028.wav            | 1.3442     | THE SOM
5683-32866-0009.wav            | 1.3302     | I
5683-32866-0000.wav            | 1.3214     | MISS
5683-32865-0013.wav            | 1.0738     | DO
5683-32866-0014.wav            | 1.4188     | DON'T
5683-32866-0020.wav            | 1.4004     | THE
5683-32865-0008.wav            | 1.0130     | I
5683-32865-0010.wav            | 1.3529     | I WAS
5683-32865-0003.wav            | 1.3931     | THEY ARE
5683-32865-0006.wav            | 1.3353     | AT
5683-32865-0002.wav            | 1.3628     | HE HAD
5683-32865-0017.wav            | 1.3223     | ALL
5683-32865-0011.wav            | 1.3494     | WHEREU
5683-32866-0011.wav            | 1.6608     | THEIR WALK
5683-32866-0010.wav            | 1.3952     | WELL
5683-32865-0004.wav            | 1.3379     | WHAT
5683-32879-0020.wav            | 1.0450     | AND
5683-32865-0007.wav            | 1.3321     | I AM
5683-32865-0014.wav            | 1.4221     | HE
5683-32879-0021.wav            | 1.3136     | DORC
5683-32879-0017.wav            | 1.0276     | OF
5683-32865-0000.wav            | 1.3055     | YOU
5683-32879-0024.wav            | 1.0335     | YE
5683-32866-0006.wav            | 1.6503     | YES
5683-32865-0016.wav            | 1.3032     | OH
5683-32879-0011.wav            | 1.4266     | SHE
5683-32879-0023.wav            | 1.0195     | YOU
5683-32879-0019.wav            | 1.0807     | I
5683-32879-0007.wav            | 1.4477     | RACHEL
5683-32879-0014.wav            | 1.3938     | YES
5683-32879-0004.wav            | 1.3772     | BUT
5683-32879-0016.wav            | 1.3872     | AND
5683-32879-0009.wav            | 1.4448     | ILL
5683-32879-0013.wav            | 1.3998     | CHELF
5683-32879-0018.wav            | 1.3362     | IT IS
5683-32879-0003.wav            | 1.3911     | WOMEN
5683-32879-0002.wav            | 1.4341     | SO
672-122797-0038.wav            | 1.1261     | THOUGHT
672-122797-0009.wav            | 1.3579     | HAVE
5683-32879-0008.wav            | 1.5424     | YOU
5683-32879-0006.wav            | 1.2921     | THERE WAS
5683-32879-0005.wav            | 1.4409     | THIS
672-122797-0055.wav            | 1.4120     | AND
5683-32879-0022.wav            | 1.5126     | I
5683-32879-0015.wav            | 1.4619     | YES
5683-32879-0012.wav            | 1.7685     | THANK YOU
5683-32879-0000.wav            | 1.4495     | IT
672-122797-0070.wav            | 1.4091     | THE
672-122797-0044.wav            | 1.4063     | AND HE
672-122797-0052.wav            | 1.2753     | THERE'S
5683-32879-0001.wav            | 1.7471     | WELL SHE
672-122797-0056.wav            | 1.1855     | SAID
672-122797-0035.wav            | 1.1226     | BUT
5683-32879-0010.wav            | 1.8728     | POOR
672-122797-0017.wav            | 1.3595     | SOMETHING
672-122797-0016.wav            | 1.3662     | YE
672-122797-0033.wav            | 1.4136     | A
672-122797-0020.wav            | 1.4179     | BUT
672-122797-0051.wav            | 1.5691     | I
672-122797-0047.wav            | 1.3138     | HOW
672-122797-0061.wav            | 1.0752     | DON
5683-32879-0025.wav            | 1.6514     | THANK YOU
672-122797-0060.wav            | 1.6901     | IT
672-122797-0012.wav            | 1.6991     | I
672-122797-0010.wav            | 1.6113     | REJO
672-122797-0042.wav            | 1.3190     | BUT
672-122797-0024.wav            | 1.4553     | THE
672-122797-0066.wav            | 1.4795     | WHY
672-122797-0067.wav            | 0.9489     | THE
672-122797-0050.wav            | 1.3215     | THEY
672-122797-0049.wav            | 1.7516     | SQUEAK
672-122797-0073.wav            | 1.4079     | THE
672-122797-0062.wav            | 1.9133     | NO
672-122797-0041.wav            | 1.2961     | IN
672-122797-0039.wav            | 1.6772     | I
672-122797-0072.wav            | 1.3426     | AND
672-122797-0034.wav            | 1.0620     | A
672-122797-0071.wav            | 1.4891     | IN
672-122797-0025.wav            | 1.3872     | THE
672-122797-0027.wav            | 1.4001     | THE SER
672-122797-0064.wav            | 1.3498     | AT
672-122797-0032.wav            | 1.0483     | CRIED
672-122797-0074.wav            | 1.3482     | HOWEVER
672-122797-0022.wav            | 1.3906     | THE
672-122797-0015.wav            | 1.4069     | WERE
672-122797-0000.wav            | 1.3441     | OUT
672-122797-0058.wav            | 1.6930     | WHO
672-122797-0006.wav            | 1.4533     | TO
672-122797-0037.wav            | 1.0662     | THAT'S
672-122797-0011.wav            | 1.0686     | AND
672-122797-0026.wav            | 1.6255     | THERE
672-122797-0068.wav            | 1.0713     | BUT
672-122797-0030.wav            | 1.3306     | PERHAPS
672-122797-0046.wav            | 1.3315     | TIS
672-122797-0031.wav            | 1.3228     | IT
672-122797-0040.wav            | 1.3234     | AND THE
672-122797-0021.wav            | 1.3377     | AND TOWARD
672-122797-0036.wav            | 1.7901     | HUMPY
672-122797-0053.wav            | 1.2564     | THEY
672-122797-0002.wav            | 1.3227     | HE
672-122797-0019.wav            | 1.2920     | RE
672-122797-0003.wav            | 1.3942     | BUT
672-122797-0013.wav            | 1.3443     | I
672-122797-0007.wav            | 1.3782     | IN
2830-3980-0046.wav             | 1.0187     | WAS
2830-3980-0018.wav             | 0.9926     | I
672-122797-0063.wav            | 1.3116     | THEN
672-122797-0008.wav            | 1.3213     | THIS
672-122797-0001.wav            | 1.4094     | THE
672-122797-0014.wav            | 1.4706     | WERE I
672-122797-0069.wav            | 1.3471     | IT WAS
2830-3980-0019.wav             | 1.1158     | I
672-122797-0059.wav            | 1.6827     | ONLY
2830-3980-0017.wav             | 1.0987     | WHEN
2830-3980-0029.wav             | 1.2994     | ALTH
672-122797-0048.wav            | 1.6033     | IF
672-122797-0018.wav            | 1.6386     | REJO
672-122797-0005.wav            | 1.6521     | OH
672-122797-0029.wav            | 1.3980     | HOW IT
672-122797-0043.wav            | 1.6267     | WHAT'S
672-122797-0004.wav            | 1.3341     | IN
2830-3980-0006.wav             | 1.3921     | AGAIN
672-122797-0023.wav            | 1.3425     | HE
2830-3980-0069.wav             | 1.3740     | THE
672-122797-0054.wav            | 1.3120     | I
2830-3980-0075.wav             | 1.3855     | BUT THE
2830-3980-0051.wav             | 1.3226     | WHEN
2830-3980-0012.wav             | 1.3597     | THE MOST
2830-3980-0011.wav             | 1.2726     | PAUL
2830-3980-0056.wav             | 1.3452     | OTHERWI
672-122797-0065.wav            | 1.6761     | NOW
2830-3980-0043.wav             | 1.3223     | EXPER
672-122797-0045.wav            | 1.5908     | TIME
2830-3980-0034.wav             | 1.6219     | THESE
2830-3980-0020.wav             | 1.0409     | THIS
2830-3980-0033.wav             | 1.2166     | NOT
2830-3980-0001.wav             | 1.0543     | THEY
672-122797-0057.wav            | 1.6125     | YES
2830-3980-0048.wav             | 1.0023     | HE
2830-3980-0004.wav             | 1.0307     | IN
2830-3980-0035.wav             | 1.3146     | THEY RE
2830-3980-0037.wav             | 1.3286     | SO MUCH
672-122797-0028.wav            | 1.6837     | THIS
2830-3980-0065.wav             | 1.3204     | PAUL
2830-3980-0071.wav             | 1.3005     | WE THINK
2830-3980-0021.wav             | 1.3485     | AND
2830-3980-0014.wav             | 1.3450     | THE
2830-3980-0073.wav             | 1.3936     | THIS
2830-3980-0062.wav             | 1.3321     | NOT
2830-3980-0058.wav             | 1.3380     | MOHA
2830-3980-0049.wav             | 1.0383     | EM
2830-3980-0016.wav             | 1.6653     | IT SPOIL
2830-3980-0003.wav             | 1.3048     | PAUL
2830-3980-0031.wav             | 1.3759     | WHY
2830-3980-0036.wav             | 1.3546     | WHERE
2830-3980-0050.wav             | 1.3526     | DID NOT
2830-3980-0022.wav             | 1.3171     | THE
2830-3980-0060.wav             | 1.0465     | HE NEVER
2830-3980-0044.wav             | 1.2984     | HOWEVER
2830-3980-0045.wav             | 1.2893     | MEN
2830-3980-0030.wav             | 1.3933     | THEY DO
2830-3980-0041.wav             | 1.6721     | GRACE IN
2830-3980-0025.wav             | 1.0388     | BY
2830-3980-0023.wav             | 1.0806     | THE
2830-3980-0039.wav             | 1.2882     | THE TER
2830-3980-0005.wav             | 1.0253     | DO
2830-3980-0013.wav             | 1.3282     | HE MENTION
2830-3980-0042.wav             | 1.4418     | THE
2830-3980-0061.wav             | 1.4274     | NOT
2830-3980-0000.wav             | 1.3182     | IN
2830-3980-0054.wav             | 1.3081     | THAT CH
2830-3980-0015.wav             | 1.4126     | FOR
2830-3980-0007.wav             | 1.3348     | AS THE
2830-3980-0076.wav             | 1.1327     | ON THE
2830-3980-0026.wav             | 1.6713     | VERSE
2830-3980-0067.wav             | 1.3772     | THIS
2830-3980-0032.wav             | 1.0312     | WE
2830-3980-0053.wav             | 1.3097     | AT
2830-3980-0055.wav             | 1.3827     | TO
2830-3980-0002.wav             | 1.1952     | HE WAS
2830-3980-0047.wav             | 1.3183     | TO DO
2830-3980-0010.wav             | 1.0875     | EITHER
2830-3980-0070.wav             | 1.3745     | BUT
2830-3980-0066.wav             | 1.3195     | SINCE
2830-3980-0027.wav             | 1.4447     | AND ALL
2830-3980-0057.wav             | 1.4561     | THE
2830-3980-0028.wav             | 1.4076     | THIS
2830-3979-0009.wav             | 1.0585     | IT
2830-3980-0063.wav             | 1.7061     | UNDERSCOR
2830-3980-0068.wav             | 1.3585     | THE
2830-3980-0052.wav             | 1.4025     | WE ARE
2830-3979-0000.wav             | 1.1759     | WE WANT
2830-3980-0064.wav             | 1.4513     | HOW
2830-3980-0008.wav             | 1.3738     | PAUL
61-70970-0014.wav              | 1.0333     | PRESENT
2830-3979-0010.wav             | 1.2523     | BUT
2830-3980-0040.wav             | 1.4538     | THE
2830-3979-0007.wav             | 1.2848     | MUCH
2830-3980-0072.wav             | 1.4647     | THIS
2830-3979-0001.wav             | 1.3534     | THE
61-70970-0024.wav              | 1.0188     | THEY
2830-3980-0074.wav             | 1.7028     | THIS ATTIT
2830-3979-0003.wav             | 1.3397     | THE
2830-3980-0009.wav             | 1.4963     | PAUL
2830-3979-0002.wav             | 1.3447     | LET US
2830-3979-0012.wav             | 1.4040     | THE
2830-3980-0059.wav             | 1.7293     | PAUL STI
61-70970-0030.wav              | 1.3714     | SAVE
61-70970-0010.wav              | 0.9797     | DISM
61-70970-0025.wav              | 1.3028     | THEY WERE
2830-3980-0024.wav             | 1.8713     | IN THIS
61-70970-0027.wav              | 1.3343     | ROB
61-70970-0036.wav              | 1.2800     | ROBIN
2830-3980-0038.wav             | 1.7268     | GRACE
2830-3979-0011.wav             | 1.4712     | THE
2830-3979-0004.wav             | 1.3967     | IT WAS
61-70970-0012.wav              | 1.0211     | YET
2830-3979-0006.wav             | 1.4223     | A
61-70970-0033.wav              | 1.0217     | TRU
61-70970-0016.wav              | 1.2459     | WE WILL
61-70970-0037.wav              | 1.3407     | HIS
2830-3979-0008.wav             | 1.3999     | IN
2830-3979-0005.wav             | 1.4800     | THE WORK
61-70970-0000.wav              | 1.2783     | YOUNG
61-70970-0038.wav              | 1.3574     | THE
61-70970-0017.wav              | 1.4860     | REST
61-70970-0003.wav              | 1.0524     | IF
61-70970-0007.wav              | 1.3819     | HE WAS
61-70970-0029.wav              | 1.0026     | FROM THE
61-70970-0039.wav              | 1.1096     | HE
61-70970-0008.wav              | 1.4221     | NOW
61-70970-0015.wav              | 1.6385     | WILL
61-70970-0032.wav              | 1.3979     | INQUIRED
61-70970-0005.wav              | 1.3399     | THE
61-70970-0006.wav              | 1.3846     | NEVER
61-70970-0002.wav              | 1.3394     | MOST
61-70970-0001.wav              | 1.3925     | THERE BE
61-70970-0009.wav              | 1.3881     | TIS LATE
61-70968-0018.wav              | 1.1668     | SO
61-70970-0013.wav              | 1.1486     | THERE
61-70970-0004.wav              | 1.4231     | BUT TAKE
61-70970-0018.wav              | 1.2560     | THE
61-70970-0034.wav              | 1.5970     | NAY
61-70970-0021.wav              | 1.2168     | THEY
61-70968-0006.wav              | 1.1446     | BUT
61-70970-0031.wav              | 1.4014     | CRIED
61-70970-0026.wav              | 1.7366     | FITSOO
61-70968-0036.wav              | 1.1389     | GE
61-70970-0040.wav              | 1.3986     | THEY REG
61-70970-0011.wav              | 1.4854     | AS
61-70968-0059.wav              | 1.0938     | IT'LL
61-70970-0028.wav              | 1.3430     | STUTELE
61-70970-0023.wav              | 1.4775     | BE NOT
61-70968-0016.wav              | 1.0941     | AND
61-70970-0022.wav              | 1.4154     | ROBIN
61-70968-0039.wav              | 1.4024     | AND MI
61-70968-0041.wav              | 1.3199     | I LIKE
61-70968-0020.wav              | 1.3000     | SHAME
61-70968-0034.wav              | 1.3258     | A
61-70968-0033.wav              | 1.2244     | THRU
61-70970-0019.wav              | 1.4785     | AT LAST
61-70968-0051.wav              | 1.3722     | BEGGED
61-70968-0042.wav              | 1.5099     | MONTFIC
61-70968-0028.wav              | 1.0896     | THE
61-70968-0031.wav              | 1.4285     | SIL
61-70968-0010.wav              | 1.5467     | FORTHW
61-70968-0008.wav              | 1.1090     | TAKE
61-70968-0052.wav              | 1.2362     | BUT
61-70968-0058.wav              | 1.5259     | WILL YOU
61-70968-0012.wav              | 1.5176     | CRIES
61-70968-0030.wav              | 1.5338     | NOW
61-70968-0061.wav              | 1.4315     | YOU
61-70968-0040.wav              | 1.4304     | RIGHT
61-70968-0032.wav              | 1.1208     | HE
61-70968-0035.wav              | 0.9488     | TAK
61-70970-0020.wav              | 2.0023     | WILL WHI
61-70970-0035.wav              | 1.7650     | WARRENT
61-70968-0057.wav              | 1.4039     | THESE ES
61-70968-0000.wav              | 1.0674     | HE
61-70968-0048.wav              | 1.0989     | AND
61-70968-0043.wav              | 1.6187     | FRIEND
61-70968-0002.wav              | 1.0205     | A
61-70968-0001.wav              | 1.4316     | KEV
61-70968-0003.wav              | 1.0723     | HE
61-70968-0045.wav              | 1.5237     | PRAY
61-70968-0029.wav              | 1.1938     | THE
61-70968-0025.wav              | 1.4652     | COME TO
61-70968-0021.wav              | 1.2413     | SURE
61-70968-0027.wav              | 1.4691     | ROBIN
61-70968-0005.wav              | 1.5389     | THIS
61-70968-0037.wav              | 1.3261     | WHAT
61-70968-0050.wav              | 1.0448     | HE
61-70968-0062.wav              | 1.5104     | I
61-70968-0047.wav              | 1.3659     | MAS
61-70968-0060.wav              | 1.4146     | NO THAN
61-70968-0015.wav              | 1.5847     | NAY
61-70968-0024.wav              | 1.2225     | SPOKE
61-70968-0011.wav              | 1.4169     | HE GAVE
61-70968-0019.wav              | 1.6762     | IT
61-70968-0014.wav              | 1.3293     | WHAT
61-70968-0017.wav              | 1.3869     | I
61-70968-0044.wav              | 1.1396     | IT
61-70968-0004.wav              | 1.3748     | ALSO
1221-135767-0016.wav           | 0.9943     | WITH
61-70968-0023.wav              | 1.1624     | BUT
61-70968-0026.wav              | 1.3637     | THE STROLL
61-70968-0022.wav              | 1.3267     | TIS
61-70968-0055.wav              | 1.4092     | ROBIN
61-70968-0053.wav              | 1.2764     | HE
61-70968-0046.wav              | 1.3362     | NOTTING
1221-135767-0005.wav           | 1.0356     | IT
61-70968-0049.wav              | 1.6805     | HAVE
61-70968-0013.wav              | 1.6004     | BEFORE
61-70968-0009.wav              | 1.6491     | LIKE
1221-135767-0022.wav           | 1.0498     | BUT
1221-135767-0019.wav           | 1.0006     | MO
1221-135767-0013.wav           | 1.3023     | LIFTING
1221-135767-0015.wav           | 1.2549     | YE MAY
61-70968-0038.wav              | 1.7323     | ROBIN
1221-135767-0014.wav           | 1.0872     | YE
1221-135767-0011.wav           | 1.0293     | IT
61-70968-0056.wav              | 1.4629     | THE
1221-135767-0002.wav           | 1.0737     | AT
1221-135767-0008.wav           | 1.3642     | COME
1221-135767-0010.wav           | 1.1637     | SHE
61-70968-0007.wav              | 1.6675     | SIST
61-70968-0054.wav              | 1.6388     | MISTRESS
1221-135767-0009.wav           | 1.3571     | BUT
1221-135767-0006.wav           | 1.1234     | THE
1221-135766-0009.wav           | 1.0357     | AS
1221-135767-0007.wav           | 1.1839     | BUT
1221-135766-0002.wav           | 1.0655     | YE
1221-135767-0004.wav           | 1.3497     | WE HAVE
908-157963-0005.wav            | 1.0376     | LIKE
1221-135767-0021.wav           | 1.3947     | PEARL
1221-135767-0024.wav           | 1.3682     | PEAR
1221-135766-0000.wav           | 1.0809     | HOW
1221-135767-0023.wav           | 1.3392     | THERE WERE
1221-135766-0003.wav           | 1.0822     | THE
1221-135767-0000.wav           | 1.3797     | HES
1221-135767-0003.wav           | 1.4356     | THE PER
1221-135767-0012.wav           | 1.4278     | THEY A
1221-135766-0011.wav           | 1.1009     | BE
908-157963-0011.wav            | 1.0711     | WHICH
1221-135767-0017.wav           | 1.3258     | ON THE
908-157963-0015.wav            | 1.2881     | O
1221-135766-0005.wav           | 1.3606     | HE
1221-135766-0013.wav           | 1.3010     | PEARL
1221-135767-0020.wav           | 1.3918     | IN TRU
908-157963-0020.wav            | 1.0612     | TILL
1221-135766-0015.wav           | 1.1401     | IF
1221-135766-0007.wav           | 1.3213     | HE
1221-135767-0018.wav           | 1.6518     | LITTLE
1221-135766-0010.wav           | 1.3923     | IT WAS
1221-135767-0001.wav           | 1.6914     | ANOTHER
1221-135766-0004.wav           | 1.3847     | THIS
1221-135766-0001.wav           | 1.3621     | GOD
908-157963-0012.wav            | 1.0692     | BUT
908-157963-0000.wav            | 1.0659     | TO
1221-135766-0012.wav           | 1.3241     | BROO
1221-135766-0006.wav           | 1.3270     | THEY WERE NOW
908-157963-0024.wav            | 1.0615     | IM
1221-135766-0008.wav           | 1.3560     | MINDFUL
908-157963-0026.wav            | 1.3297     | AND
908-157963-0002.wav            | 1.4040     | WHY
908-157963-0009.wav            | 1.1914     | WHY
908-157963-0007.wav            | 1.2985     | THE
908-157963-0019.wav            | 1.0939     | IT
908-157963-0017.wav            | 1.3617     | THE
908-157963-0006.wav            | 1.3869     | AND
908-157963-0030.wav            | 1.3019     | WHY
908-31957-0003.wav             | 1.0477     | WHEN
1221-135766-0014.wav           | 1.7176     | PEARL
908-157963-0022.wav            | 1.3896     | COME FOR
908-157963-0014.wav            | 1.3873     | DESCEND
908-157963-0018.wav            | 1.3284     | AND
908-157963-0025.wav            | 1.4286     | I
908-31957-0001.wav             | 1.1266     | I
908-157963-0004.wav            | 1.4033     | FELL
908-157963-0008.wav            | 1.3789     | THOU
908-157963-0013.wav            | 1.4795     | AND
908-31957-0012.wav             | 1.1685     | IF
908-157963-0028.wav            | 1.5689     | OR
908-31957-0005.wav             | 1.3715     | ALA
908-157963-0001.wav            | 1.7042     | O LIFE
908-157963-0027.wav            | 1.3189     | AND LA
908-157963-0016.wav            | 1.3568     | I
908-157963-0023.wav            | 1.6700     | THE HE
908-31957-0011.wav             | 1.1081     | AND
908-31957-0024.wav             | 1.1428     | I
908-31957-0006.wav             | 1.3219     | OPEN
908-31957-0023.wav             | 1.3371     | I
908-31957-0002.wav             | 1.4467     | I DID
908-157963-0003.wav            | 1.7139     | WHY
908-31957-0018.wav             | 1.4593     | BUT
908-31957-0000.wav             | 1.3669     | ALL IS
908-157963-0021.wav            | 1.5468     | LIVES
5142-36586-0003.wav            | 1.1018     | BUT THIS
908-31957-0017.wav             | 1.4252     | MUSSUL
908-31957-0010.wav             | 1.4343     | O
908-157963-0010.wav            | 1.6339     | SHE CE
908-31957-0022.wav             | 1.4828     | THEN
5142-33396-0031.wav            | 0.9905     | THEY
908-31957-0014.wav             | 1.2998     | A
5142-36586-0001.wav            | 1.1289     | SO
908-31957-0020.wav             | 1.4211     | I
908-31957-0008.wav             | 1.3863     | NA
908-31957-0016.wav             | 1.3177     | DEAR
5142-33396-0036.wav            | 1.0091     | SO
5142-33396-0001.wav            | 1.1224     | WHAT
908-31957-0025.wav             | 1.3936     | I
5142-33396-0050.wav            | 1.0358     | MAY
5142-36586-0000.wav            | 1.3438     | IT
908-31957-0004.wav             | 1.3769     | SHALL I
908-31957-0009.wav             | 1.4786     | AND
5142-33396-0054.wav            | 1.0695     | THAT
908-31957-0007.wav             | 1.4913     | COULD
908-31957-0015.wav             | 1.5808     | THAT
5142-33396-0039.wav            | 1.0984     | I
908-31957-0019.wav             | 1.5466     | THOU CAN
908-157963-0029.wav            | 1.7714     | WHY A
908-31957-0013.wav             | 1.5927     | SLOW
5142-33396-0032.wav            | 1.1522     | THE
5142-33396-0035.wav            | 0.9907     | DID YOU
5142-33396-0005.wav            | 1.1017     | BUT
5142-33396-0038.wav            | 1.2856     | HE SHALL
5142-33396-0044.wav            | 1.0990     | I
5142-33396-0060.wav            | 0.9365     | TAKE
5142-33396-0056.wav            | 1.2215     | HERE
5142-36586-0002.wav            | 1.3786     | THE VARIA
5142-33396-0017.wav            | 1.0410     | WE
5142-33396-0045.wav            | 1.0241     | THIS
5142-33396-0009.wav            | 1.3647     | THERE
5142-33396-0061.wav            | 1.1503     | YOUR
5142-36586-0004.wav            | 1.4588     | EFF
908-31957-0021.wav             | 1.8346     | O
5142-33396-0063.wav            | 1.1381     | AND
5142-33396-0002.wav            | 1.3576     | TWO
5142-33396-0051.wav            | 1.1566     | AND
5142-33396-0027.wav            | 1.1516     | HE
5142-33396-0008.wav            | 1.1553     | I PA
5142-33396-0058.wav            | 1.0927     | A
5142-33396-0000.wav            | 1.0934     | AT
5142-33396-0041.wav            | 1.1515     | SO
5142-33396-0015.wav            | 1.0872     | AS OUR
5142-33396-0057.wav            | 1.0876     | WE
5142-33396-0043.wav            | 1.0937     | THEIR
5142-33396-0013.wav            | 1.1995     | HE
5142-33396-0034.wav            | 0.9673     | THEN I
5142-33396-0037.wav            | 1.5103     | HEARKE
5142-33396-0053.wav            | 1.1542     | I
5142-33396-0048.wav            | 1.4644     | BY THE
5142-33396-0007.wav            | 1.6156     | AT THE
5142-33396-0052.wav            | 1.0040     | HERE
5142-33396-0004.wav            | 1.5725     | THESE HE
5142-33396-0055.wav            | 1.2426     | THAT
5142-33396-0012.wav            | 1.1996     | THEN
5142-33396-0049.wav            | 1.4955     | HERE
5142-33396-0065.wav            | 1.5322     | SOF
5142-33396-0062.wav            | 1.1520     | NOW
5142-33396-0029.wav            | 1.1412     | BRING
5142-33396-0016.wav            | 1.0721     | SO
5142-33396-0021.wav            | 1.1653     | UP
5142-33396-0068.wav            | 1.0641     | SO
5142-33396-0067.wav            | 1.3908     | BUT
5142-33396-0028.wav            | 1.0986     | ON
5142-33396-0059.wav            | 1.2740     | YES
5142-33396-0047.wav            | 1.0167     | MY
5142-33396-0033.wav            | 1.0007     | YOU
5142-33396-0026.wav            | 1.1142     | MY
5142-33396-0014.wav            | 1.0496     | THIR
5142-33396-0006.wav            | 1.2054     | I
5142-33396-0010.wav            | 1.4270     | IN THE STER
5142-33396-0018.wav            | 1.4011     | A DRAGON
5142-33396-0042.wav            | 1.0830     | SO
5142-33396-0019.wav            | 1.3242     | OH
5142-33396-0003.wav            | 1.0224     | THE RE
5142-33396-0020.wav            | 1.0609     | A
5142-33396-0040.wav            | 1.1327     | AND
5142-33396-0011.wav            | 1.2468     | THERE
5142-33396-0064.wav            | 1.4801     | YOUR FATHER
5142-33396-0023.wav            | 1.2376     | IT WAS
5142-36377-0016.wav            | 0.9480     | FOR
5142-33396-0025.wav            | 1.4105     | COME COME
5142-36377-0001.wav            | 0.9999     | IN
5142-33396-0030.wav            | 1.6057     | THE THRA
5142-36377-0000.wav            | 1.0605     | IT WAS
5142-36377-0024.wav            | 1.0680     | NAOM
5142-36600-0000.wav            | 1.0861     | CHA
5142-36377-0018.wav            | 1.1066     | HE
5142-33396-0024.wav            | 1.5636     | I STOOD
5142-36377-0020.wav            | 1.1460     | A
5142-36377-0012.wav            | 1.0485     | MAKE A
5142-36377-0014.wav            | 0.9770     | A
5142-36377-0010.wav            | 1.3236     | HE IS NOT
5142-36377-0002.wav            | 1.0518     | THE
5142-33396-0046.wav            | 1.4026     | BY THE
5142-36377-0004.wav            | 1.0732     | SHE
5142-36377-0021.wav            | 1.1310     | EN
5142-33396-0022.wav            | 1.4545     | WHAT OF THE
5142-36600-0001.wav            | 1.3841     | IN DETERM
5142-36377-0005.wav            | 1.1529     | THE
5142-36377-0009.wav            | 1.1344     | PHILI
