nohup: ignoring input
-----------------------------------------------------------------
模式: 并行处理 (Threads=5)
正在加载模型 medium.en ...
模型加载完成。
-----------------------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
4992-23283-0005           | 5.2764       | 10.74      | 0.4913  
4992-23283-0009           | 3.8725       | 8.39       | 0.4613  
4992-23283-0010           | 2.4243       | 5.00       | 0.4849  
4992-23283-0015           | 1.4757       | 3.67       | 0.4016  
4992-23283-0016           | 1.9772       | 4.50       | 0.4399  
4992-23283-0014           | 2.5691       | 4.54       | 0.5665  
4992-23283-0013           | 3.0350       | 6.63       | 0.4578  
4992-23283-0018           | 3.0256       | 6.58       | 0.4602  
4992-23283-0019           | 2.9084       | 6.58       | 0.4417  
4992-23283-0020           | 5.9444       | 10.42      | 0.5705  
4992-41797-0000           | 4.0067       | 5.49       | 0.7305  
4992-23283-0017           | 7.9953       | 14.31      | 0.5585  
4992-23283-0012           | 11.8828      | 21.73      | 0.5467  
4992-41797-0003           | 1.3926       | 2.83       | 0.4912  
4992-41797-0002           | 2.4383       | 5.62       | 0.4335  
4992-41797-0005           | 2.0472       | 3.85       | 0.5324  
4992-41797-0004           | 3.4609       | 7.32       | 0.4731  
4992-41797-0006           | 2.5280       | 4.55       | 0.5556  
4992-41797-0007           | 3.4296       | 6.91       | 0.4967  
4992-41797-0010           | 3.9980       | 6.82       | 0.5862  
4992-41797-0008           | 4.9668       | 8.96       | 0.5540  
4992-41797-0011           | 3.0138       | 5.45       | 0.5535  
4992-41797-0012           | 1.7058       | 2.71       | 0.6306  
4992-41797-0009           | 7.0398       | 13.20      | 0.5335  
4992-41797-0001           | 15.4897      | 28.41      | 0.5452  
4992-41797-0016           | 1.4712       | 3.30       | 0.4458  
4992-41797-0014           | 4.0569       | 7.21       | 0.5623  
4992-41797-0013           | 5.4908       | 9.80       | 0.5603  
4992-41797-0015           | 4.7951       | 8.65       | 0.5543  
4992-41797-0019           | 2.4718       | 4.75       | 0.5198  
4992-41797-0017           | 3.9168       | 8.69       | 0.4507  
4992-41797-0018           | 4.3939       | 9.15       | 0.4799  
4992-41797-0020           | 3.3955       | 7.49       | 0.4533  
237-134500-0001           | 0.9345       | 1.81       | 0.5163  
4992-41797-0022           | 2.8508       | 6.45       | 0.4420  
4992-41797-0021           | 3.8465       | 8.23       | 0.4674  
237-134500-0000           | 2.8761       | 6.13       | 0.4692  
237-134500-0004           | 0.9959       | 2.23       | 0.4476  
237-134500-0003           | 1.4830       | 3.17       | 0.4678  
237-134500-0002           | 2.4355       | 5.07       | 0.4804  
237-134500-0005           | 1.4919       | 2.39       | 0.6242  
237-134500-0009           | 1.0056       | 2.22       | 0.4530  
237-134500-0007           | 1.4864       | 2.39       | 0.6219  
237-134500-0006           | 1.9729       | 4.22       | 0.4670  
237-134500-0008           | 1.9761       | 3.76       | 0.5256  
237-134500-0010           | 2.0303       | 4.00       | 0.5082  
237-134500-0011           | 1.5442       | 3.35       | 0.4610  
237-134500-0014           | 2.0415       | 4.25       | 0.4804  
237-134500-0016           | 1.4784       | 3.16       | 0.4678  
237-134500-0017           | 0.9998       | 2.18       | 0.4586  
237-134500-0019           | 1.4996       | 2.86       | 0.5243  
237-134500-0012           | 5.5121       | 10.94      | 0.5041  
237-134500-0013           | 5.5034       | 10.56      | 0.5212  
237-134500-0020           | 0.9599       | 2.18       | 0.4403  
237-134500-0015           | 5.4514       | 10.81      | 0.5041  
237-134500-0023           | 1.5577       | 3.06       | 0.5090  
237-134500-0021           | 2.5158       | 5.12       | 0.4914  
237-134500-0022           | 2.5244       | 5.17       | 0.4888  
237-134500-0025           | 0.9612       | 1.63       | 0.5897  
237-134500-0024           | 2.0112       | 4.41       | 0.4560  
237-134500-0018           | 6.4683       | 12.85      | 0.5036  
237-134500-0026           | 1.4685       | 3.05       | 0.4815  
237-134500-0027           | 1.4685       | 3.27       | 0.4491  
237-134500-0029           | 0.9849       | 2.06       | 0.4770  
237-134500-0030           | 0.9985       | 2.78       | 0.3592  
237-134500-0028           | 1.9911       | 4.52       | 0.4400  
237-134500-0035           | 0.9936       | 2.56       | 0.3889  
237-134500-0034           | 1.4781       | 3.08       | 0.4807  
237-134500-0032           | 2.4816       | 5.03       | 0.4939  
237-134500-0033           | 2.4791       | 6.35       | 0.3904  
237-134500-0038           | 1.4783       | 2.44       | 0.6071  
237-134500-0039           | 2.4984       | 4.63       | 0.5396  
237-134500-0031           | 5.4591       | 10.61      | 0.5145  
237-134500-0036           | 3.4590       | 6.60       | 0.5241  
237-134500-0037           | 3.4504       | 7.11       | 0.4856  
237-134500-0040           | 1.9622       | 4.03       | 0.4869  
237-134500-0042           | 0.9610       | 2.58       | 0.3732  
237-134493-0000           | 1.9008       | 4.11       | 0.4631  
237-134493-0001           | 3.3961       | 7.38       | 0.4602  
237-134500-0041           | 4.4031       | 8.92       | 0.4936  
237-134493-0004           | 3.5291       | 6.83       | 0.5171  
237-134493-0002           | 5.4609       | 11.39      | 0.4792  
237-134493-0007           | 0.9997       | 2.04       | 0.4913  
237-134493-0006           | 2.4999       | 4.39       | 0.5688  
237-134493-0008           | 0.9696       | 2.31       | 0.4206  
237-134493-0003           | 6.4557       | 12.77      | 0.5057  
237-134493-0009           | 1.4742       | 2.98       | 0.4955  
237-134493-0010           | 1.4729       | 2.88       | 0.5123  
237-134493-0012           | 2.6212       | 3.66       | 0.7162  
237-134493-0005           | 6.6397       | 10.95      | 0.6066  
237-134493-0011           | 3.6184       | 5.04       | 0.7186  
237-134493-0013           | 3.0918       | 4.09       | 0.7560  
237-134493-0014           | 3.0955       | 3.70       | 0.8366  
237-134493-0015           | 3.4831       | 6.55       | 0.5318  
237-134493-0018           | 2.5130       | 4.79       | 0.5246  
237-134493-0017           | 4.4706       | 9.11       | 0.4910  
237-134493-0016           | 4.9645       | 10.09      | 0.4923  
237-126133-0004           | 1.5650       | 3.29       | 0.4750  
237-126133-0000           | 7.6383       | 13.29      | 0.5747  
237-126133-0003           | 4.1408       | 6.56       | 0.6312  
237-126133-0002           | 5.6031       | 8.92       | 0.6281  
237-126133-0001           | 7.1058       | 11.96      | 0.5939  
237-126133-0008           | 2.0154       | 3.87       | 0.5215  
237-126133-0005           | 4.5790       | 6.51       | 0.7034  
237-126133-0006           | 3.0455       | 6.15       | 0.4952  
237-126133-0009           | 2.0514       | 3.97       | 0.5167  
237-126133-0007           | 4.0311       | 8.68       | 0.4644  
237-126133-0012           | 1.9567       | 4.45       | 0.4397  
237-126133-0010           | 2.9839       | 6.24       | 0.4782  
237-126133-0011           | 2.9866       | 6.71       | 0.4451  
237-126133-0013           | 3.3939       | 6.82       | 0.4980  
237-126133-0016           | 1.9537       | 4.25       | 0.4597  
237-126133-0014           | 3.3975       | 6.79       | 0.5004  
237-126133-0017           | 2.9291       | 6.21       | 0.4717  
237-126133-0020           | 1.0045       | 2.24       | 0.4484  
237-126133-0018           | 1.9703       | 4.09       | 0.4812  
237-126133-0015           | 4.4206       | 9.34       | 0.4733  
237-126133-0021           | 3.1642       | 4.37       | 0.7249  
237-126133-0019           | 4.6489       | 7.12       | 0.6529  
237-126133-0022           | 3.6883       | 5.04       | 0.7318  
237-126133-0025           | 1.5624       | 3.75       | 0.4161  
260-123288-0000           | 1.5567       | 3.04       | 0.5121  
237-126133-0023           | 4.6916       | 6.67       | 0.7029  
260-123288-0001           | 1.9495       | 5.08       | 0.3838  
237-126133-0024           | 6.0992       | 9.66       | 0.6311  
260-123288-0004           | 1.8960       | 4.31       | 0.4399  
260-123288-0002           | 3.3760       | 7.25       | 0.4656  
260-123288-0003           | 5.4464       | 8.90       | 0.6116  
260-123288-0006           | 3.5586       | 4.88       | 0.7292  
260-123288-0009           | 1.4468       | 3.44       | 0.4212  
260-123288-0008           | 4.0250       | 5.51       | 0.7298  
260-123288-0005           | 6.9578       | 12.55      | 0.5544  
260-123288-0007           | 6.4809       | 11.20      | 0.5787  
260-123288-0012           | 1.9430       | 3.54       | 0.5481  
260-123288-0014           | 0.9531       | 1.80       | 0.5281  
260-123288-0010           | 4.8504       | 9.99       | 0.4853  
260-123288-0011           | 4.3538       | 8.98       | 0.4848  
260-123288-0016           | 1.9450       | 4.87       | 0.3998  
260-123288-0018           | 1.4531       | 3.25       | 0.4478  
260-123288-0017           | 2.4101       | 5.22       | 0.4613  
260-123288-0019           | 1.4262       | 2.96       | 0.4826  
260-123288-0013           | 5.2853       | 11.39      | 0.4642  
260-123288-0021           | 2.0444       | 2.71       | 0.7544  
260-123288-0023           | 2.0486       | 2.38       | 0.8590  
260-123288-0020           | 2.5115       | 2.90       | 0.8660  
260-123288-0022           | 3.0703       | 3.71       | 0.8287  
260-123288-0027           | 2.8602       | 6.30       | 0.4536  
260-123288-0015           | 11.1936      | 21.18      | 0.5284  
260-123288-0028           | 1.4198       | 2.61       | 0.5440  
260-123288-0024           | 6.7268       | 14.60      | 0.4609  
260-123286-0001           | 1.4251       | 3.07       | 0.4642  
260-123288-0025           | 6.8470       | 13.45      | 0.5093  
260-123288-0026           | 7.8020       | 16.04      | 0.4864  
260-123286-0004           | 2.4602       | 3.46       | 0.7100  
260-123286-0000           | 4.4917       | 7.04       | 0.6380  
260-123286-0005           | 5.0988       | 4.81       | 1.0601  
260-123286-0003           | 6.7281       | 7.37       | 0.9129  
260-123286-0007           | 5.5257       | 4.55       | 1.2144  
260-123286-0002           | 9.0707       | 9.98       | 0.9084  
260-123286-0006           | 6.5024       | 7.41       | 0.8781  
260-123286-0008           | 2.8980       | 3.73       | 0.7759  
260-123286-0010           | 0.9397       | 2.58       | 0.3649  
260-123286-0012           | 1.0214       | 2.43       | 0.4203  
260-123286-0009           | 3.8434       | 5.79       | 0.6632  
260-123286-0011           | 1.9786       | 4.25       | 0.4650  
260-123286-0014           | 1.5164       | 2.98       | 0.5088  
260-123286-0013           | 1.9889       | 4.73       | 0.4205  
260-123286-0015           | 2.3820       | 5.21       | 0.4572  
260-123286-0017           | 1.8870       | 3.98       | 0.4747  
260-123286-0021           | 0.9539       | 2.55       | 0.3741  
260-123286-0018           | 2.8369       | 5.67       | 0.5003  
260-123286-0016           | 3.3148       | 7.00       | 0.4735  
260-123286-0020           | 1.3950       | 3.06       | 0.4559  
260-123286-0022           | 1.4146       | 3.23       | 0.4373  
260-123286-0024           | 1.4279       | 3.04       | 0.4697  
260-123286-0023           | 2.9070       | 5.88       | 0.4948  
260-123286-0019           | 5.7262       | 11.90      | 0.4810  
260-123286-0025           | 4.3391       | 9.21       | 0.4714  
260-123286-0026           | 3.3839       | 6.94       | 0.4876  
260-123286-0027           | 3.3950       | 7.17       | 0.4735  
260-123286-0029           | 3.4124       | 4.54       | 0.7508  
260-123440-0000           | 1.9891       | 2.17       | 0.9187  
260-123286-0028           | 4.3937       | 7.46       | 0.5886  
260-123440-0001           | 0.9824       | 1.74       | 0.5646  
260-123286-0031           | 3.4661       | 5.06       | 0.6850  
260-123440-0003           | 2.0075       | 3.58       | 0.5600  
260-123286-0030           | 4.9710       | 7.53       | 0.6602  
260-123440-0005           | 1.5022       | 3.10       | 0.4838  
260-123440-0006           | 1.4467       | 2.71       | 0.5329  
260-123440-0007           | 1.9623       | 3.38       | 0.5797  
260-123440-0008           | 1.9534       | 3.75       | 0.5216  
260-123440-0009           | 1.4507       | 3.12       | 0.4657  
260-123440-0004           | 5.8677       | 12.02      | 0.4882  
260-123440-0011           | 2.3966       | 4.87       | 0.4921  
260-123440-0002           | 7.3201       | 14.71      | 0.4975  
260-123440-0012           | 2.3915       | 5.25       | 0.4560  
260-123440-0010           | 3.8283       | 8.31       | 0.4604  
260-123440-0013           | 1.9222       | 3.48       | 0.5532  
260-123440-0014           | 1.9293       | 3.81       | 0.5057  
260-123440-0017           | 2.5240       | 3.07       | 0.8221  
260-123440-0018           | 2.5283       | 3.64       | 0.6946  
260-123440-0016           | 3.4910       | 4.89       | 0.7132  
260-123440-0015           | 3.9677       | 6.20       | 0.6399  
260-123440-0020           | 2.3688       | 5.00       | 0.4742  
260-123440-0019           | 4.3972       | 6.63       | 0.6632  
2094-142345-0004          | 1.4198       | 2.64       | 0.5378  
2094-142345-0001          | 3.7763       | 8.03       | 0.4703  
2094-142345-0002          | 8.1599       | 15.52      | 0.5258  
2094-142345-0005          | 4.8647       | 9.09       | 0.5352  
2094-142345-0003          | 6.7683       | 14.68      | 0.4612  
2094-142345-0007          | 1.4721       | 2.70       | 0.5452  
2094-142345-0000          | 11.6311      | 22.57      | 0.5153  
2094-142345-0006          | 7.8360       | 13.82      | 0.5670  
2094-142345-0009          | 6.7707       | 14.40      | 0.4700  
2094-142345-0011          | 8.5824       | 16.26      | 0.5278  
2094-142345-0012          | 8.6058       | 16.13      | 0.5335  
2094-142345-0013          | 8.1384       | 14.25      | 0.5711  
2094-142345-0016          | 0.9482       | 2.26       | 0.4196  
2094-142345-0008          | 16.3605      | 31.65      | 0.5169  
2094-142345-0010          | 15.9394      | 30.61      | 0.5206  
2094-142345-0017          | 1.5374       | 2.83       | 0.5423  
2094-142345-0018          | 1.5354       | 3.15       | 0.4867  
2094-142345-0014          | 6.8770       | 12.99      | 0.5292  
2094-142345-0019          | 1.5554       | 2.66       | 0.5848  
2094-142345-0020          | 1.0938       | 2.44       | 0.4492  
2094-142345-0022          | 1.0181       | 2.28       | 0.4465  
2094-142345-0015          | 7.9132       | 15.02      | 0.5270  
2094-142345-0021          | 3.0989       | 5.33       | 0.5809  
2094-142345-0026          | 1.5045       | 2.83       | 0.5326  
2094-142345-0023          | 2.5026       | 5.18       | 0.4831  
2094-142345-0024          | 2.4889       | 5.27       | 0.4723  
2094-142345-0025          | 1.9999       | 3.60       | 0.5563  
2094-142345-0031          | 2.7251       | 2.78       | 0.9802  
2094-142345-0027          | 4.1726       | 5.63       | 0.7411  
2094-142345-0032          | 2.5656       | 3.24       | 0.7918  
2094-142345-0028          | 5.7816       | 6.84       | 0.8453  
2094-142345-0029          | 6.2625       | 8.53       | 0.7346  
2094-142345-0035          | 2.0391       | 3.58       | 0.5704  
2094-142345-0034          | 4.0850       | 7.99       | 0.5113  
2094-142345-0036          | 3.5696       | 6.92       | 0.5162  
2094-142345-0030          | 10.3046      | 16.12      | 0.6392  
2094-142345-0040          | 0.9644       | 2.38       | 0.4043  
2094-142345-0033          | 7.5748       | 12.87      | 0.5888  
2094-142345-0041          | 0.9857       | 1.42       | 0.6941  
2094-142345-0042          | 0.9690       | 2.46       | 0.3947  
2094-142345-0037          | 4.9134       | 10.49      | 0.4684  
2094-142345-0039          | 2.9105       | 6.28       | 0.4634  
2094-142345-0046          | 0.9847       | 1.91       | 0.5169  
2094-142345-0045          | 1.4698       | 3.00       | 0.4891  
2094-142345-0044          | 1.9682       | 3.52       | 0.5592  
2094-142345-0047          | 0.9787       | 2.21       | 0.4429  
2094-142345-0043          | 3.3932       | 7.35       | 0.4617  
2094-142345-0050          | 1.9274       | 4.04       | 0.4765  
2094-142345-0048          | 2.9031       | 6.39       | 0.4543  
2094-142345-0049          | 2.9129       | 6.12       | 0.4756  
2094-142345-0051          | 2.4374       | 5.31       | 0.4590  
2094-142345-0053          | 1.4636       | 3.40       | 0.4311  
2094-142345-0038          | 9.7097       | 20.25      | 0.4795  
2094-142345-0055          | 1.4507       | 2.65       | 0.5464  
2094-142345-0052          | 4.4622       | 6.53       | 0.6833  
2094-142345-0054          | 3.9569       | 5.68       | 0.6966  
2094-142345-0056          | 2.9818       | 3.84       | 0.7765  
2094-142345-0060          | 1.4232       | 2.71       | 0.5252  
5683-32866-0000           | 1.4234       | 2.65       | 0.5381  
2094-142345-0058          | 3.4282       | 4.93       | 0.6954  
5683-32866-0001           | 1.4329       | 3.47       | 0.4129  
5683-32866-0003           | 1.4444       | 2.87       | 0.5041  
2094-142345-0057          | 5.8696       | 10.08      | 0.5823  
5683-32866-0002           | 2.4420       | 5.12       | 0.4765  
2094-142345-0059          | 4.8251       | 10.01      | 0.4820  
5683-32866-0005           | 3.5358       | 4.59       | 0.7703  
5683-32866-0006           | 3.0002       | 4.21       | 0.7118  
5683-32866-0007           | 3.0051       | 4.12       | 0.7294  
5683-32866-0008           | 2.5063       | 3.30       | 0.7595  
5683-32866-0004           | 5.4947       | 9.22       | 0.5956  
5683-32866-0011           | 3.5464       | 7.37       | 0.4812  
5683-32866-0012           | 4.0240       | 8.26       | 0.4872  
5683-32866-0014           | 1.8912       | 3.97       | 0.4764  
5683-32866-0015           | 1.4097       | 2.83       | 0.4981  
5683-32866-0009           | 6.3922       | 13.26      | 0.4821  
5683-32866-0013           | 4.9059       | 9.93       | 0.4940  
5683-32866-0010           | 7.3717       | 15.03      | 0.4905  
5683-32866-0016           | 2.3757       | 4.88       | 0.4868  
5683-32866-0017           | 2.3712       | 4.58       | 0.5172  
5683-32866-0018           | 2.8545       | 5.46       | 0.5233  
5683-32866-0020           | 1.8773       | 3.93       | 0.4777  
5683-32866-0022           | 1.4392       | 3.19       | 0.4512  
5683-32866-0023           | 1.4316       | 2.75       | 0.5215  
5683-32866-0025           | 1.9170       | 3.47       | 0.5525  
5683-32866-0026           | 0.9722       | 2.34       | 0.4155  
5683-32866-0021           | 3.8415       | 7.90       | 0.4863  
5683-32866-0029           | 0.9358       | 2.27       | 0.4113  
5683-32866-0027           | 2.4151       | 4.75       | 0.5079  
5683-32866-0028           | 2.4016       | 5.62       | 0.4273  
5683-32866-0024           | 4.7959       | 9.86       | 0.4867  
5683-32865-0000           | 0.9644       | 2.19       | 0.4404  
5683-32865-0002           | 0.9651       | 2.78       | 0.3471  
5683-32866-0030           | 2.4234       | 4.84       | 0.5002  
5683-32865-0001           | 1.4292       | 2.58       | 0.5539  
5683-32865-0003           | 1.4163       | 3.51       | 0.4035  
5683-32866-0019           | 10.1951      | 20.86      | 0.4889  
5683-32865-0006           | 1.6072       | 3.35       | 0.4798  
5683-32865-0004           | 3.5028       | 7.37       | 0.4756  
5683-32865-0007           | 3.1306       | 6.07       | 0.5162  
5683-32865-0008           | 2.9673       | 6.12       | 0.4848  
5683-32865-0005           | 5.0000       | 10.12      | 0.4941  
5683-32865-0010           | 2.9150       | 6.33       | 0.4601  
5683-32865-0009           | 4.8234       | 9.89       | 0.4877  
5683-32865-0011           | 2.8246       | 6.36       | 0.4445  
5683-32865-0014           | 1.4660       | 2.62       | 0.5606  
5683-32865-0013           | 2.8768       | 7.09       | 0.4055  
5683-32865-0016           | 1.4410       | 3.06       | 0.4709  
5683-32865-0015           | 1.9084       | 4.14       | 0.4604  
5683-32865-0017           | 2.4019       | 5.46       | 0.4403  
5683-32879-0001           | 1.9271       | 3.66       | 0.5265  
5683-32879-0000           | 4.2588       | 8.92       | 0.4774  
5683-32879-0002           | 5.1875       | 11.09      | 0.4680  
5683-32879-0003           | 4.1741       | 9.35       | 0.4467  
5683-32865-0012           | 9.9111       | 21.51      | 0.4608  
5683-32879-0005           | 2.8002       | 6.11       | 0.4583  
5683-32879-0004           | 5.1628       | 11.21      | 0.4606  
5683-32879-0008           | 1.4488       | 2.95       | 0.4911  
5683-32879-0009           | 2.4282       | 5.13       | 0.4729  
5683-32879-0007           | 3.3787       | 6.79       | 0.4972  
5683-32879-0010           | 4.9003       | 7.75       | 0.6323  
5683-32879-0006           | 6.8023       | 11.99      | 0.5673  
5683-32879-0012           | 3.4136       | 4.38       | 0.7794  
5683-32879-0011           | 5.3383       | 9.21       | 0.5796  
5683-32879-0015           | 0.9092       | 2.01       | 0.4523  
5683-32879-0013           | 6.2401       | 11.49      | 0.5429  
5683-32879-0014           | 3.7482       | 8.40       | 0.4460  
5683-32879-0018           | 3.8152       | 7.44       | 0.5128  
5683-32879-0016           | 4.7350       | 10.19      | 0.4649  
5683-32879-0021           | 1.8916       | 4.09       | 0.4625  
5683-32879-0019           | 3.3283       | 6.35       | 0.5241  
5683-32879-0022           | 1.8856       | 4.17       | 0.4516  
5683-32879-0020           | 3.3224       | 6.54       | 0.5076  
5683-32879-0017           | 6.6344       | 14.59      | 0.4547  
5683-32879-0025           | 0.9262       | 1.91       | 0.4862  
5683-32879-0024           | 1.4183       | 2.37       | 0.5984  
672-122797-0000           | 1.8709       | 4.07       | 0.4597  
5683-32879-0023           | 2.3300       | 4.97       | 0.4683  
672-122797-0003           | 1.8617       | 4.76       | 0.3911  
672-122797-0005           | 1.4060       | 3.26       | 0.4313  
672-122797-0004           | 4.1679       | 10.25      | 0.4066  
672-122797-0007           | 2.7615       | 6.42       | 0.4301  
672-122797-0001           | 6.5066       | 15.13      | 0.4300  
672-122797-0002           | 6.4980       | 13.62      | 0.4771  
672-122797-0009           | 1.3783       | 2.77       | 0.4985  
672-122797-0011           | 0.9271       | 2.54       | 0.3650  
672-122797-0010           | 1.8404       | 3.81       | 0.4824  
672-122797-0006           | 6.0164       | 13.95      | 0.4313  
672-122797-0014           | 1.4140       | 2.56       | 0.5534  
672-122797-0012           | 3.7463       | 7.76       | 0.4825  
672-122797-0015           | 2.3351       | 4.46       | 0.5242  
672-122797-0013           | 4.1742       | 8.71       | 0.4795  
672-122797-0017           | 2.2507       | 4.82       | 0.4670  
672-122797-0018           | 2.2509       | 4.93       | 0.4566  
672-122797-0016           | 4.1100       | 9.21       | 0.4460  
672-122797-0019           | 1.8089       | 4.11       | 0.4401  
672-122797-0021           | 2.9708       | 4.15       | 0.7159  
672-122797-0024           | 1.4479       | 4.13       | 0.3506  
672-122797-0020           | 5.3808       | 8.82       | 0.6097  
672-122797-0008           | 13.6928      | 30.81      | 0.4444  
672-122797-0023           | 5.8366       | 9.70       | 0.6020  
672-122797-0028           | 1.4473       | 2.61       | 0.5545  
672-122797-0027           | 1.9151       | 4.79       | 0.3998  
672-122797-0029           | 2.4176       | 3.05       | 0.7926  
672-122797-0025           | 6.2647       | 10.69      | 0.5860  
672-122797-0030           | 2.9299       | 4.58       | 0.6404  
672-122797-0022           | 11.2217      | 19.00      | 0.5905  
672-122797-0033           | 0.9378       | 1.28       | 0.7298  
672-122797-0031           | 1.8917       | 3.98       | 0.4753  
672-122797-0032           | 1.8565       | 4.00       | 0.4641  
672-122797-0026           | 7.6138       | 13.96      | 0.5454  
672-122797-0035           | 1.4123       | 2.90       | 0.4870  
672-122797-0037           | 0.9312       | 1.96       | 0.4751  
672-122797-0034           | 2.2996       | 5.11       | 0.4500  
672-122797-0036           | 2.2751       | 5.37       | 0.4241  
672-122797-0039           | 1.8532       | 4.03       | 0.4604  
672-122797-0040           | 2.3424       | 5.12       | 0.4570  
672-122797-0041           | 1.8826       | 3.88       | 0.4852  
672-122797-0038           | 4.1862       | 8.80       | 0.4757  
672-122797-0043           | 1.8272       | 3.78       | 0.4834  
672-122797-0044           | 1.3615       | 3.74       | 0.3640  
672-122797-0047           | 1.4279       | 3.33       | 0.4294  
672-122797-0046           | 2.3343       | 4.71       | 0.4951  
672-122797-0049           | 0.9149       | 2.02       | 0.4529  
672-122797-0048           | 2.7830       | 6.55       | 0.4246  
672-122797-0042           | 6.0713       | 15.31      | 0.3966  
672-122797-0051           | 1.8848       | 4.67       | 0.4040  
672-122797-0050           | 2.3693       | 4.86       | 0.4880  
672-122797-0053           | 1.4009       | 2.96       | 0.4741  
672-122797-0052           | 1.9042       | 4.29       | 0.4444  
672-122797-0045           | 6.0550       | 13.96      | 0.4337  
672-122797-0054           | 1.8530       | 4.25       | 0.4360  
672-122797-0056           | 2.3133       | 5.22       | 0.4427  
672-122797-0058           | 2.3142       | 4.47       | 0.5177  
672-122797-0057           | 2.7653       | 6.56       | 0.4215  
672-122797-0059           | 1.8455       | 3.52       | 0.5243  
672-122797-0055           | 3.7069       | 8.23       | 0.4504  
672-122797-0060           | 1.4057       | 3.35       | 0.4196  
672-122797-0062           | 1.4139       | 2.67       | 0.5286  
672-122797-0065           | 1.3754       | 3.03       | 0.4539  
672-122797-0063           | 2.3345       | 5.08       | 0.4600  
672-122797-0061           | 3.2650       | 7.59       | 0.4302  
672-122797-0066           | 2.3280       | 4.82       | 0.4835  
672-122797-0068           | 1.8558       | 4.02       | 0.4616  
672-122797-0069           | 2.3413       | 5.01       | 0.4673  
672-122797-0070           | 2.8278       | 6.27       | 0.4510  
672-122797-0064           | 6.5640       | 15.27      | 0.4299  
672-122797-0067           | 6.2583       | 13.04      | 0.4801  
672-122797-0071           | 4.3991       | 8.88       | 0.4957  
672-122797-0072           | 3.9451       | 7.94       | 0.4969  
672-122797-0074           | 2.5451       | 8.73       | 0.2915  
2830-3980-0002            | 0.9769       | 2.02       | 0.4824  
2830-3980-0000            | 1.9750       | 3.73       | 0.5295  
672-122797-0073           | 3.9851       | 8.21       | 0.4857  
2830-3980-0003            | 0.9752       | 2.48       | 0.3932  
2830-3980-0001            | 1.9706       | 3.94       | 0.4995  
2830-3980-0004            | 1.9947       | 3.81       | 0.5235  
2830-3980-0008            | 2.7575       | 4.84       | 0.5697  
2830-3980-0005            | 3.2195       | 6.45       | 0.4991  
2830-3980-0006            | 3.2276       | 6.41       | 0.5035  
2830-3980-0009            | 2.2078       | 3.88       | 0.5683  
2830-3980-0012            | 1.4882       | 3.42       | 0.4351  
2830-3980-0007            | 5.2188       | 10.19      | 0.5121  
2830-3980-0014            | 1.0247       | 2.52       | 0.4058  
2830-3980-0013            | 2.0071       | 4.14       | 0.4842  
2830-3980-0011            | 2.9962       | 5.53       | 0.5423  
2830-3980-0010            | 3.4973       | 6.53       | 0.5360  
2830-3980-0016            | 0.9991       | 2.37       | 0.4216  
2830-3980-0015            | 1.4950       | 2.69       | 0.5568  
2830-3980-0018            | 1.5147       | 3.42       | 0.4429  
2830-3980-0017            | 1.9872       | 3.67       | 0.5422  
2830-3980-0020            | 2.5994       | 3.46       | 0.7513  
2830-3980-0021            | 2.6302       | 2.91       | 0.9038  
2830-3980-0022            | 2.6098       | 3.27       | 0.7981  
2830-3980-0019            | 4.6557       | 7.01       | 0.6637  
2830-3980-0026            | 1.0360       | 1.49       | 0.6977  
2830-3980-0024            | 2.0422       | 3.94       | 0.5190  
2830-3980-0023            | 4.1477       | 6.16       | 0.6733  
2830-3980-0027            | 0.9594       | 2.27       | 0.4226  
2830-3980-0028            | 1.9323       | 3.54       | 0.5458  
2830-3980-0025            | 4.4585       | 8.79       | 0.5069  
2830-3980-0030            | 2.4585       | 5.25       | 0.4683  
2830-3980-0033            | 1.4359       | 2.71       | 0.5299  
2830-3980-0029            | 4.3635       | 9.07       | 0.4808  
2830-3980-0034            | 1.4129       | 2.97       | 0.4757  
2830-3980-0031            | 3.8835       | 8.48       | 0.4577  
2830-3980-0032            | 3.4047       | 7.22       | 0.4716  
2830-3980-0035            | 1.5255       | 3.33       | 0.4574  
2830-3980-0037            | 4.6179       | 6.42       | 0.7193  
2830-3980-0040            | 3.5690       | 2.62       | 1.3622  
2830-3980-0038            | 4.6076       | 5.54       | 0.8317  
2830-3980-0036            | 5.0943       | 5.76       | 0.8837  
2830-3980-0039            | 4.5609       | 5.20       | 0.8779  
2830-3980-0043            | 0.9536       | 1.98       | 0.4828  
2830-3980-0042            | 1.4382       | 3.02       | 0.4762  
2830-3980-0044            | 1.4555       | 3.49       | 0.4171  
2830-3980-0045            | 1.5164       | 3.51       | 0.4320  
2830-3980-0041            | 2.4341       | 4.89       | 0.4978  
2830-3980-0046            | 1.4948       | 2.84       | 0.5263  
2830-3980-0049            | 1.5007       | 3.42       | 0.4388  
2830-3980-0047            | 3.9601       | 7.87       | 0.5035  
2830-3980-0051            | 3.5220       | 6.44       | 0.5469  
2830-3980-0052            | 2.4973       | 4.88       | 0.5117  
2830-3980-0050            | 5.1013       | 7.47       | 0.6824  
2830-3980-0048            | 6.0830       | 10.44      | 0.5827  
2830-3980-0053            | 3.6598       | 5.01       | 0.7298  
2830-3980-0056            | 2.9582       | 5.35       | 0.5529  
